,Longitude,Latitude,Soil Mapping Unit,Country
115,-63.65,45.85,4851,"PUGWASH, NS CA"
116,-64.35,45.6,4963,"RIVER HEBERT, NS CA"
117,-63.9,44.7,4958,"ST MARGARET S BAY, NS CA"
118,-60.15,47.2,4966,"ST PAUL ISLAND, NS CA"
119,-65.6,43.45,4958,"SOUTH SIDE, NS CA"
120,-63.6,44.6,4958,"SPRYFIELD, NS CA"
121,-60.2,46.15,4963,"SYDNEY, NS CA"
122,-63.3,45.35,4851,"TRURO, NS CA"
123,-64.65,45.05,4959,"WATERVILLE CAMBRIDGE, NS CA"
124,-63.55,45.7,4851,"WENTWORTH, NS CA"
125,-65.95,44.4,4954,"WEYMOUTH FALLS, NS CA"
126,-64.1,45.0,4851,"WINDSOR, NS CA"
127,-63.7,46.25,4958,"BORDEN, PE CA"
128,-62.1,46.4,4957,"KINGSBORO, PE CA"
129,-63.55,46.5,4958,"LONG RIVER, PE CA"
130,-64.0,47.05,4963,"NORTH CAPE, PE CA"
131,-54.0,47.3,4963,"ARGENTIA A, NL CA"
132,-54.0,47.3,4963,"ARGENTIA A, NL CA"
133,-54.0,47.3,4963,"ARGENTIA AUT, NL CA"
134,-55.35,49.15,4957,"BOTWOOD, NL CA"
135,-66.9,52.95,4945,"CAROL LAKE PROJECT, NL CA"
136,-52.95,47.2,4963,"CLUNYS, NL CA"
137,-54.0,47.8,4965,"COME BY CHANCE, NL CA"
138,-57.95,48.95,4968,"CORNER BROOK, NL CA"
139,-57.95,48.95,4968,"CORNER BROOK AVALON TEL, NL CA"
140,-56.75,51.3,4956,"FLOWERS ISLAND, NL CA"
141,-55.75,47.1,4956,"GRAND BANK, NL CA"
142,-59.25,47.85,4851,"DOYLES, NL CA"
143,-56.15,49.2,4957,"GULL POND, NL CA"
144,-53.1,47.45,4963,"HOLYROOD GEN STATION, NL CA"
145,-53.9,48.35,4965,"LETHBRIDGE, NL CA"
146,-56.35,49.0,4957,"MILLERTOWN, NL CA"
147,-52.85,47.25,4963,"MOBILE, NL CA"
148,-53.6,47.4,4963,"PLACENTIA JUNCTION, NL CA"
149,-57.2,50.65,4956,"PORT SAUNDERS, NL CA"
150,-56.65,49.75,4965,"PURBECK S COVE, NL CA"
151,-55.75,48.95,4957,"RED CLIFF, NL CA"
152,-55.2,47.1,4965,"SALT POND, NL CA"
153,-53.1,48.05,4965,"SIBLEY S COVE, NL CA"
154,-56.0,49.6,4965,"WHALESBACK, NL CA"
155,-64.1,53.55,4945,"CHURCHILL FALLS, NL CA"
156,-64.1,53.55,4945,"CHURCHILL FALLS A, NL CA"
157,-61.5,53.0,4945,"GULL ISLAND, NL CA"
158,-113.9,50.6,3359,"HIGH RIVER 2.9 NW BRBC, AB CA"
159,15.03,12.13,1749,"NDJAMENA, CD"
160,15.32,14.12,168,"MAO, CD"
161,15.32,14.12,168,"MAO, CD"
162,15.32,14.12,168,"MAO, CD"
163,15.32,14.12,168,"MAO, CD"
164,16.72,10.48,123,"BOUSSO, CD"
165,14.87,9.37,1673,"PALA, CD"
166,14.87,9.37,1673,"PALA, CD"
167,18.38,9.15,123,"SARH, CD"
168,18.38,9.15,123,"SARH, CD"
169,18.33,13.22,168,"ATI, CD"
170,18.33,13.22,7001,"ATI, CD"
171,19.17,18.0,82,"FAYA, CD"
172,20.28,11.03,380,"AM TIMAN, CD"
173,20.85,13.85,79,"ABECHE, CD"
174,18.68,12.18,293,"MONGO, CD"
175,18.68,12.18,7001,"MONGO, CD"
176,11.9,-4.82,7001,"POINTE NOIRE, CF"
177,12.67,-4.18,602,"DOLISIE, CF"
178,13.95,-4.0,604,"MOUYONDZI, CF"
179,13.35,-3.68,604,"SIBITI, CF"
180,15.25,-4.25,7001,"BRAZZAVILLE, CF"
181,16.22,-2.62,903,"M PUOYA, CF"
182,16.22,-2.62,903,"M PUOYA, CF"
183,14.77,-2.53,919,"DJAMBALA, CF"
184,14.77,-2.53,919,"DJAMBALA, CF"
185,15.85,-1.9,628,"GAMBONA, CF"
186,15.58,0.02,606,"MAKOUA, CF"
187,15.58,0.02,606,"MAKOUA, CF"
188,15.58,0.02,606,"MAKOUA, CF"
189,15.58,0.02,606,"MAKOUA, CF"
190,16.05,1.62,7001,"OUESSO, CF"
191,16.05,1.62,7001,"OUESSO, CF"
192,18.07,1.62,610,"IMPFONDO, CF"
193,18.07,1.62,610,"IMPFONDO, CF"
194,14.05,-2.67,918,"SOUANKE, CF"
195,14.05,-2.67,918,"SOUANKE, CF"
196,13.55,0.1,551,"KELLE, CF"
197,121.7,50.45,11000,"TULIHE, CH"
198,119.7,49.25,11355,"HAILAR, CH"
199,84.85,45.6,7001,"KARAMAY, CH"
200,87.65,43.8,7001,"WU LU MU QI, CH"
201,85.55,38.15,11540,"QIEMO QARQAN, CH"
202,104.5,40.75,11275,"BAYAN MOD, CH"
203,98.1,36.3,11235,"DULAN, CH"
204,100.65,35.27,11158,"TONGDE, CH"
205,100.65,35.27,11158,"TONGDE, CH"
206,112.0,43.65,7001,"ERENHOT, CH"
207,112.9,42.4,11173,"JURH, CH"
208,114.0,41.9,7001,"HUADE, CH"
209,112.7,38.75,7001,"YUANPING, CH"
210,109.5,36.6,11400,"YAN AN, CH"
211,114.4,36.05,11441,"ANYANG, CH"
212,111.05,35.05,11525,"YUNCHENG, CH"
213,120.45,41.55,11472,"CHAOYANG, CH"
214,117.05,36.6,11027,"JINAN, CH"
215,99.65,33.75,11705,"DARLAG, CH"
216,102.9,35.0,11110,"HEZUO, CH"
217,101.5,29.0,11879,"JIULONG, CH"
218,104.6,28.8,7001,"YIBIN, CH"
219,102.25,26.65,11375,"HUILI, CH"
220,111.3,30.7,7001,"YICHANG, CH"
221,114.05,30.6,11495,"WUHAN, CH"
222,117.2,29.3,7001,"JINGDEZHEN, CH"
223,108.05,24.7,7001,"HECHI, CH"
224,106.6,23.9,7001,"BAISE, CH"
225,110.25,20.0,7001,"HAIKOU, CH"
226,-73.05,-40.6,13428,"OSORNO, CI"
227,9.72,4.02,7001,"DOUALA, CM"
228,9.72,4.02,7001,"DOUALA, CM"
229,9.72,4.02,7001,"DOUALA, CM"
230,9.72,4.02,7001,"DOUALA, CM"
231,-84.26,10.01,16104,"FABIO BAUDRIT, CS"
232,15.78,4.22,481,"BERBERATI, CT"
233,15.78,4.22,481,"BERBERATI, CT"
234,15.78,4.22,481,"BERBERATI, CT"
235,15.78,4.22,481,"BERBERATI, CT"
236,15.58,6.93,1038,"BOUR, CT"
237,15.58,6.93,1038,"BOUR, CT"
238,18.27,6.5,45,"BOUCA, CT"
239,18.27,6.5,45,"BOUCA, CT"
240,17.63,5.27,37,"BOSSEMBELE, CT"
241,17.63,5.27,37,"BOSSEMBELE, CT"
242,17.43,6.48,45,"BOSSANGOA, CT"
243,18.57,4.38,7001,"BANGUI, CT"
244,18.57,4.38,7001,"BANGUI, CT"
245,20.65,8.4,187,"N DELE, CT"
246,21.98,6.53,37,"BRIA, CT"
247,21.98,6.53,37,"BRIA, CT"
248,22.83,4.73,1972,"BANGASSOU, CT"
249,22.78,10.28,136,"BIRAO, CT"
250,22.78,10.28,136,"BIRAO, CT"
251,26.5,5.4,164,"OBO, CT"
252,20.67,5.77,37,"BAMBARI, CT"
253,20.67,5.77,37,"BAMBARI, CT"
254,23.27,6.5,37,"YALINGA, CT"
255,21.2,5.02,39,"ALINDAO, CT"
256,21.2,5.02,39,"ALINDAO, CT"
257,-77.85,21.4,16117,"CAMAGUEY CAMAGUEY, CU"
258,-74.15,20.25,16135,"PUNTA DE MAISI GUANTANAMO, CU"
259,-75.15,19.9,16133,"GUANTANAMO BAY NAS, CU"
260,33.4,35.15,3562,"ATHALASSA, CY"
261,8.4,55.45,10025,"NORDBY FANO, DA"
262,10.6,55.85,10017,"TRANEBJERG, DA"
263,9.27,54.9,10206,"BRODERUP, DA"
264,-6.77,62.02,3118,"TORSHAVN, DA"
265,-6.77,62.02,3118,"TORSHAVN, DA"
266,-70.55,19.75,16182,"PUERTO PLATA, DR"
267,-69.75,18.5,16188,"SAN ISIDRO, DR"
268,-79.36,-0.49,16206,"PUERTO ILA, EC"
269,-79.56,-1.83,16212,"ISABEL MARIA, EC"
270,-79.56,-1.83,16212,"ISABEL MARIA, EC"
271,-79.22,-0.92,16200,"SAN JUAN LA MANA, EC"
272,-79.22,-0.92,16200,"SAN JUAN LA MANA, EC"
273,-79.22,-0.92,16200,"SAN JUAN LA MANA, EC"
274,-79.22,-0.92,16200,"SAN JUAN LA MANA, EC"
275,-78.55,-0.35,7001,"IZOBAMBA, EC"
276,-77.9,-1.5,16235,"PUYO, EC"
277,31.29,30.08,7001,"CAIRO ABBASSIA, EG"
278,31.25,30.05,7001,"CAIRO EZBEKIYA, EG"
279,31.21,30.03,7001,"GIZA CAIRO, EG"
280,31.34,29.86,16466,"HELWAN CAIRO, EG"
281,32.75,26.2,16359,"SOUTH OF VALLEY UNIVERSITY, EG"
282,-9.02,53.28,10334,"GALWAY, EI"
283,-9.02,53.28,10334,"GALWAY, EI"
284,9.8,1.9,915,"BATA RIO MUNI, EK"
285,24.5,59.6,10511,"NAISSAAR ISLAND, EN"
286,27.2,59.3,10514,"JECKHVY, EN"
287,28.03,59.47,10505,"NARVA YIESUU, EN"
288,28.03,59.47,10505,"NARVA YIESUU, EN"
289,26.27,58.37,10521,"TOOMA, EN"
290,26.27,58.37,10521,"TOOMA, EN"
291,26.9,58.9,10513,"TIJRIKOJA, EN"
292,-87.83,13.33,27066,"LA UNION, ES"
293,39.9,8.87,16642,"METEHARA, ET"
294,39.9,8.87,16642,"METEHARA, ET"
295,41.85,9.6,16680,"DIREDAWA, ET"
296,39.57,5.33,16967,"NEGHELLE, ET"
297,14.45,50.0,10685,"PRAHA LIBUS, EZ"
298,18.45,49.55,10700,"LYSA HORA, EZ"
299,20.75,60.3,10406,"KUMLINGE BARO, FI"
300,23.05,60.0,10412,"BROMARV KIVITOK, FI"
301,24.35,60.1,10406,"KIRKKONUMMI PICKALA, FI"
302,24.45,60.4,10412,"VIHTI KOTKANIEMI, FI"
303,26.25,60.4,10406,"LOVIISA VALKO, FI"
304,23.6,61.35,10408,"LEMPAALA KAAKILA, FI"
305,24.45,61.0,7001,"HAMEENLINNA KAURIALA, FI"
306,24.85,60.65,10408,"HYVINKAA LENTOKENTTA, FI"
307,25.25,61.15,10412,"LAMMI VESTOLA, FI"
308,26.65,60.9,10412,"KUUSANKOSKI KESKUSTA, FI"
309,27.15,60.55,10406,"HAMINA POITSILA, FI"
310,23.9,62.4,10412,"VIRRAT KILLINKOSKI, FI"
311,23.5,61.8,10412,"YLOJARVI VILJAKKALA, FI"
312,24.05,62.15,7003,"VILPPULA POHJASLAHTI, FI"
313,25.6,62.4,10412,"JYVASKYLAN MLK TIKKAKOSKI, FI"
314,26.1,61.55,10412,"HARTOLA MURAKKA, FI"
315,26.4,61.6,10410,"PERTUNMAA RUORASMAKI, FI"
316,26.85,61.8,7003,"HIRVENSALMI PUUKONSAARI, FI"
317,27.25,62.25,10418,"PIEKSAMAKI NIKKARILA, FI"
318,27.15,62.3,10410,"PIEKSAMAKI, FI"
319,29.5,61.55,10412,"PARIKKALA KK, FI"
320,21.55,62.65,10405,"NARPIO ALAMARKKU, FI"
321,21.7,62.95,10418,"MUSTASAARI SULVA LANGMOSSEN, FI"
322,21.6,63.1,7001,"VAASA PALOSAARI, FI"
323,22.55,62.9,10413,"YLISTARO ASEMANSEUTU, FI"
324,22.7,62.9,10413,"YLISTARO VARRASJARVI, FI"
325,22.7,63.2,10412,"ALAHARMA YLI EKO, FI"
326,22.65,63.4,10418,"UUSIKAARLEPYY JEPUA JUNGAR, FI"
327,22.95,62.55,10413,"PERASEINAJOKI HAUKINEVA, FI"
328,23.65,62.55,10408,"ALAVUS AUTIONMAKI, FI"
329,23.15,62.95,10413,"LAPUA HAAPAKOSKI, FI"
330,23.5,62.8,10408,"KUORTANE KK, FI"
331,27.6,62.55,10410,"LEPPAVIRTA KOTALAHTI, FI"
332,27.2,62.6,10410,"SUONENJOKI KPLA, FI"
333,28.9,62.7,10412,"OUTOKUMPU MALJASALMI VOUTILAIN, FI"
334,29.8,63.1,10412,"PIELISJARVI KOLI MATKAILUHOTEL, FI"
335,22.85,63.95,10406,"TANKAR OJA, FI"
336,22.75,63.8,10406,"LUOTO EUGMO, FI"
337,24.15,64.2,10405,"KALAJOKI KAANNANKYLA, FI"
338,26.05,63.65,7003,"PYHAJARVI OL PYHASALMI, FI"
339,27.4,63.7,10412,"SONKAJARVI KK, FI"
340,26.45,64.5,10415,"VAALA PELSO PUUTTEENPERA, FI"
341,28.6,64.7,10411,"HYRYNSALMI KK, FI"
342,24.9,65.65,10411,"SIMO SIMONIEMI, FI"
343,25.95,65.65,7003,"KUIVANIEMI OIJARVI, FI"
344,28.05,65.8,10411,"TAIVALKOSKI MUSTAVAARA, FI"
345,23.75,67.3,10411,"KOLARI TULLI, FI"
346,26.55,67.25,10417,"SODANKYLA LISMA AAPA KANSAKOUL, FI"
347,20.8,69.05,10087,"ENONTEKIO KILPISJARVI, FI"
348,-60.6,-52.15,12243,"MOUNT ALICE, FK"
349,138.15,9.55,3698,"TAMIL, FM FM"
350,7.53,47.59,7001,"BALE MULHOUSE, FR"
351,70.25,-49.35,1931,"PORT AUX FRANCAIS ILES KERGU, FR"
352,5.05,48.1,9501,"CHAUMONT, FR"
353,1.1,48.65,9664,"DREUX, FR"
354,9.45,0.38,7001,"LIBREVILLE, GB"
355,9.45,0.38,676,"LIBREVILLE, GB"
356,8.78,-0.72,7001,"PORT GENTIL, GB"
357,8.78,-0.72,676,"PORT GENTIL, GB"
358,10.65,-3.42,676,"MAYUMBA, GB"
359,10.65,-3.42,676,"MAYUMBA, GB"
360,9.6,1.0,676,"COCOBEACH, GB"
361,11.02,-2.92,604,"TCHIBANGA, GB"
362,11.02,-2.92,604,"TCHIBANGA, GB"
363,11.02,-2.92,604,"TCHIBANGA, GB"
364,11.02,-2.92,604,"TCHIBANGA, GB"
365,11.48,2.08,491,"BITAM, GB"
366,11.48,2.08,491,"BITAM, GB"
367,13.93,1.02,551,"MEKAMBO, GB"
368,13.93,1.02,551,"MEKAMBO, GB"
369,11.02,-1.87,602,"MOUILA, GB"
370,11.02,-1.87,602,"MOUILA, GB"
371,10.22,0.72,464,"LAMBARENE, GB"
372,10.22,0.72,464,"LAMBARENE, GB"
373,10.22,0.72,464,"LAMBARENE, GB"
374,10.22,0.72,464,"LAMBARENE, GB"
375,13.57,-1.63,918,"FRANCEVILLE, GB"
376,12.87,0.57,551,"MAKOKOU, GB"
377,12.72,0.83,551,"LASTOURSVILLE, GB"
378,12.72,0.83,551,"LASTOURSVILLE, GB"
379,13.27,-1.53,546,"MOANDA, GB"
380,13.27,-1.53,546,"MOANDA, GB"
381,40.35,43.2,28067,"PICUNDA, GG"
382,40.8,43.4,28027,"PSHU, GG"
383,41.5,43.0,28027,"LATA, GG"
384,42.8,43.1,28026,"MESTIA, GG"
385,42.2,42.9,28027,"HAISY, GG"
386,42.1,42.7,28063,"DJAVARY, GG"
387,42.8,42.7,28027,"CAGERY, GG"
388,43.2,42.9,28026,"KORULDASHY, GG"
389,43.7,42.7,28026,"SHOVI, GG"
390,43.8,42.7,9260,"MAMISONSKY PEREVAL, GG"
391,44.3,42.5,28026,"ERMANY, GG"
392,44.7,42.7,28026,"KAZBEGY, GG"
393,41.8,42.4,28063,"TORSA, GG"
394,42.05,42.25,28063,"SENAKI, GG"
395,42.2,42.5,28064,"AHUTI, GG"
396,42.4,42.3,28063,"HONY, GG"
397,45.0,42.0,28028,"SIONY, GG"
398,42.3,42.0,28061,"CHOHATAURY, GG"
399,42.4,42.4,28063,"MARTVILY, GG"
400,42.9,42.4,28063,"TKIBULI, GG"
401,42.6,42.3,28061,"CHALTUBO, GG"
402,42.6,42.2,28061,"KUTAISI, GG"
403,42.8,42.1,28062,"DIMI, GG"
404,43.1,42.5,28063,"NIKORCMINDA, GG"
405,43.4,42.35,28027,"SACHKHERE, GG"
406,43.02,42.13,28062,"SAKARA, GG"
407,43.02,42.13,28062,"SAKARA, GG"
408,43.5,42.2,28027,"KORBOULY, GG"
409,43.5,42.0,28027,"MTA SABUETY, GG"
410,43.9,42.4,28027,"D JAVA, GG"
411,43.6,42.0,7001,"KHASHURI, GG"
412,44.6,42.5,28026,"KRESTOVIY PEREVAL, GG"
413,44.48,42.47,28026,"GUDAURI, GG"
414,44.48,42.47,28026,"GUDAURI, GG"
415,44.48,42.47,28026,"GUDAURI, GG"
416,44.48,42.47,28026,"GUDAURI, GG"
417,44.7,42.35,28028,"PASANAURI, GG"
418,44.9,42.5,28026,"BARISAHO, GG"
419,45.2,42.0,28028,"AHMETA, GG"
420,45.7,42.4,28026,"OMALO, GG"
421,42.32,41.85,28027,"BAKHMARO, GG"
422,42.32,41.85,28027,"BAKHMARO, GG"
423,41.73,41.73,28061,"CHAKVA AGRO, GG"
424,41.9,41.6,28060,"KEDA, GG"
425,42.3,41.6,28060,"HULO, GG"
426,42.9,41.8,28027,"ZEKARSKIY PEREVAL, GG"
427,42.5,41.6,28060,"GODERDZSCIY PEREVAL, GG"
428,43.4,41.7,28027,"CHARCKARO, GG"
429,44.9,41.7,7001,"VARKETILY, GG"
430,44.7,41.7,7001,"KODJORY, GG"
431,44.95,41.68,7001,"TBILISI, GG"
432,45.4,41.9,28045,"CIVITURA, GG"
433,45.2,41.9,28028,"GOMBORY, GG"
434,45.8,41.75,7001,"GURDZHAANI, GG"
435,45.9,41.6,28045,"SIGNAHI, GG"
436,46.0,41.6,28045,"CNORY, GG"
437,43.3,41.3,28055,"KARCACHI, GG"
438,44.2,41.3,28056,"DMANISI, GG"
439,44.55,41.45,28046,"BOLNISI, GG"
440,44.8,41.3,28046,"BAGRATASHEN, GG"
441,45.1,41.45,28046,"GARDABANI, GG"
442,46.1,41.5,28045,"DEDOPLISKARO, GG"
443,41.83,43.25,9260,"KLUHORSKIJ PEREVAL, GG"
444,-1.1,10.9,36204,"NAVRONGO, GH"
445,-2.1,7.75,7001,"WENCHI, GH"
446,-18.67,76.77,3479,"DANMARKSHAVN, GL"
447,-51.1,69.22,3479,"ILULISSAT, GL"
448,-51.1,69.22,3479,"ILULISSAT, GL"
449,-51.55,63.7,3479,"KANGERLUARSORUSEQ, GL"
450,-23.9,72.25,3479,"MESTERSVIG, GL"
451,-22.65,70.75,3479,"MITT. NERLERIT INAAT, GL"
452,-52.85,68.7,3479,"AASIAAT EGEDESMINDE, GL"
453,10.62,51.8,10228,"BROCKEN, GM"
454,10.62,51.8,10228,"BROCKEN, GM"
455,8.95,54.8,10195,"LECK, GM"
456,8.75,52.1,10215,"BAD SALZUFLEN, GM"
457,7.65,51.25,10231,"LUEDENSCHEID, GM"
458,9.95,51.55,7001,"GOETTINGEN, GM"
459,7.85,48.0,7001,"FREIBURG CIV FAFB, GM"
460,8.65,49.4,10193,"HEIDELBERG, GM"
461,9.5,49.75,10232,"WERTHEIM, GM"
462,7.3,49.65,10225,"BAUMHOLDER, GM"
463,10.95,49.5,10206,"FURTH, GM"
464,10.2,49.75,10194,"KITZINGEN, GM"
465,9.65,50.55,10215,"FULDA, GM"
466,-61.6,16.27,17009,"LE RAIZET GUADELOUPE, GP"
467,-61.6,16.27,17009,"LE RAIZET GUADELOUPE, GP"
468,-62.85,17.9,17008,"GUSTAVIA ST.BARTHEL, GP"
469,144.75,13.35,6296,"TALOFOFO VILLAGE, GU GQ"
470,22.45,39.65,9315,"LARISSA, GR"
471,23.75,37.9,7001,"HELLINIKON, GR"
472,22.4,38.9,9331,"LAMIA, GR"
473,22.95,40.62,7001,"THESSALONIKI, GR"
474,22.95,40.62,7001,"THESSALONIKI, GR"
475,25.93,40.85,9326,"ALEXANDROUPOLI, GR"
476,21.83,40.28,9320,"KOZANI, GR"
477,20.82,39.7,9315,"IOANNINA, GR"
478,20.82,39.7,9315,"IOANNINA, GR"
479,26.6,39.06,9331,"MITILINI, GR"
480,21.38,38.62,9316,"AGRINIO, GR"
481,21.38,38.62,9316,"AGRINIO, GR"
482,21.38,38.62,9316,"AGRINIO, GR"
483,21.38,38.62,9316,"AGRINIO, GR"
484,24.55,38.9,9321,"SKYROS, GR"
485,22.4,37.53,9315,"TRIPOLI, GR"
486,22.0,37.06,9313,"KALAMATA, GR"
487,25.38,37.1,9338,"NAXOS, GR"
488,25.38,37.1,9338,"NAXOS, GR"
