,index,Country,Region,Rating,Nratings,Label,Winery,Price,Wine_Variety
1637,1637,France,Vinsobres,3.6,79,Vinsobres 2020,Famille Perrin,"19,335","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1638,1638,Italy,Terre degli Osci,3.6,78,Petriera Rosso 2019,Catabbo,"27,680",['Montepulciano']
1639,1639,Italy,Chianti,3.6,77,Fattoria Il Colle Chianti Superiore 2012,Donatella Cinelli Colombini,"41,732",['Sangiovese']
1640,1640,Italy,Rosso di Montalcino,3.6,74,Rosso di Montalcino Ginestreto 2009,Fuligni,"63,876",['Sangiovese']
1641,1641,Italy,Toscana,3.6,69,Pitti Cenaja Sangiovese di Toscana 2006,Torre a Cenaia,"50,675",['Sangiovese']
1642,1642,United States,California,3.6,68,Vintner's Reserve Pinot Noir 2006,Kendall-Jackson,"44,713",['Pinot Noir']
1643,1643,Chile,Apalta Valley,3.6,59,Cuvée Alexandre Cabernet Sauvignon 2005,Lapostolle,"51,101",['Cabernet Sauvignon']
1644,1644,Spain,Penedès,3.6,59,Margalló Tinto 2002,Jané Ventura,"37,900","['Cabernet Sauvignon', 'Merlot', 'Ull de Llebre']"
1645,1645,Australia,Granite Belt,3.6,58,Vineyard Selection Cabernet Sauvignon 2011,Sirromet,"40,455",['Cabernet Sauvignon']
1646,1646,France,Côtes de Bourg,3.6,53,Cuvée Prestige Côtes de Bourg 2011,Château Mercier,"34,067","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1647,1647,France,Sainte-Foy-Bordeaux,3.6,51,Château de Grangeneuve Sainte-Foy-Bordeaux 2014,Château Hostens-Picant,"29,809","['Merlot', 'Cabernet Franc']"
1648,1648,Chile,Maipo Valley,3.6,50,Reserva Cabernet Sauvignon 2007,Indomita,"35,345",['Cabernet Sauvignon']
1649,1649,Romania,Dealu Mare,3.6,49,Hyperion Cabernet Sauvignon 2010,Domeniile Alexandrion Rhein 1892,"68,134",['Cabernet Sauvignon']
1650,1650,Australia,Barossa,3.6,48,Old Vine Grenache 2011,Bethany,"59,617",['Grenache']
1651,1651,Australia,Barossa,3.6,48,Clancy's Red Blend 2003,Peter Lehmann,"55,359","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1652,1652,France,Beaujolais-Villages,3.6,47,Beaujolais-Villages Primeur 2013,Bouchard Aîné & Fils,"34,493",['Gamay']
1653,1653,Canada,Ontario,3.6,46,Baco Noir - Pinot Noir 2012,Sandbanks,"41,732","['Pinot Noir', 'Baco Noir']"
1654,1654,Australia,Yarra Valley,3.6,46,Classic Series Shiraz 2012,Two Eights 88,"34,919",['Shiraz/Syrah']
1655,1655,France,Bourgogne,3.6,42,Cuvée Prestige Bourgogne 2010,Domaine Philippe Charlopin-Parizot,"52,804",['Pinot Noir']
1656,1656,Australia,Mornington Peninsula,3.6,39,Reserve Pinot Noir 2006,Stonier,"85,168",['Pinot Noir']
1657,1657,France,Pomerol,3.6,36,Pomerol 1975,Château Nénin,"143,081","['Cabernet Franc', 'Merlot']"
1658,1658,United States,Paso Robles,3.6,36,The French Connection 2004,Eos Estate,"53,656","['Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc']"
1659,1659,Moldova,Moldova,3.6,35,Merlot Sec 2009,Château Vartely,"30,660",['Merlot']
1660,1660,New Zealand,Waiheke Island,3.6,30,Syrah 2019,Cable Bay,"45,763",['Shiraz/Syrah']
1661,1661,France,Bordeaux,3.6,29,Numero 1 Bordeaux 2006,Dourthe Freres,"31,512","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
1662,1662,France,Bordeaux,3.6,29,Numero 1 Bordeaux 2005,Dourthe Freres,"31,938","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
1663,1663,France,Pays d'Oc,3.6,28,Marterey Pinot Noir 2020,Les Producteurs Réunis,"30,660",['Pinot Noir']
1664,1664,Canada,Niagara Peninsula,3.6,25,Red Palette 2012,13th Street,"41,732","['Cabernet Franc', 'Merlot']"
1665,1665,France,Margaux,3.6,25,Margaux (Grand Cru Classé) 1979,Château Cantenac Brown,"172,943","['Cabernet Sauvignon', 'Merlot']"
1666,1666,France,Bordeaux,3.5,104815,Bordeaux Rouge 1961,Mouton Cadet,"435,485","['Cabernet Sauvignon', 'Merlot']"
1667,1667,France,Pays d'Oc,3.5,17722,Original Merlot 2004,JP. Chenet,"21,292",['Merlot']
1668,1668,Italy,Sicilia,3.5,16617,La Segreta Il Rosso 2003,Planeta,"35,770","['Shiraz/Syrah', 'Merlot', ""Nero d'Avola""]"
1669,1669,Italy,Montepulciano d'Abruzzo,3.5,11916,Montepulciano D'Abruzzo 2003,Zonin,"25,550",['Montepulciano']
1670,1670,South Africa,Western Cape,3.5,9248,Pinotage 2005,Obikwa,"16,608",['Pinotage']
1671,1671,United States,California,3.5,8005,Merlot 2003,Gallo Family Vineyards,"13,627",['Merlot']
1672,1672,Argentina,Mendoza,3.5,6992,Barrel Select Cabernet Sauvignon 2005,Bodega Norton,"28,957",['Cabernet Sauvignon']
1673,1673,United States,California,3.5,5524,Merlot 2002,Redwood Creek,"25,550",['Merlot']
1674,1674,United States,California,3.5,5160,Cabernet Sauvignon 2012,Vint by Robert Mondavi Private Selection,"40,455",['Cabernet Sauvignon']
1675,1675,Italy,Marche,3.5,4647,Monte Reale Sangiovese Marche 2004,Garofoli,"27,544",['Sangiovese']
1676,1676,Spain,Castilla,3.5,4202,Altozano Tempranillo 2005,Finca Constancia,"17,798",['Tempranillo']
1677,1677,Italy,Chianti,3.5,3852,Chianti Cetamura 2006,Coltibuono,"36,019",['Sangiovese']
1678,1678,Chile,Maule Valley,3.5,3734,Cabernet Sauvignon Reserva 2005,J. Bouchon,"20,340",['Cabernet Sauvignon']
1679,1679,Italy,Toscana,3.5,3138,Brusco 2006,Fattoria dei Barbi,"29,663",['Sangiovese']
1680,1680,Chile,Aconcagua Valley,3.5,3037,Cabernet Sauvignon Reserva 2004,Porta,"23,306",['Cabernet Sauvignon']
1681,1681,Italy,Maremma Toscana,3.5,2298,Il Canneto Maremma Toscana Sangiovese 2004,Mantellassi,"23,306",['Sangiovese']
1682,1682,France,Côtes-du-Rhône,3.5,1939,Côtes-du-Rhône Réserve Rouge 2010,Famille Perrin,"36,019","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1683,1683,Italy,Morellino di Scansano,3.5,1862,Morellino di Scansano 2006,Fattoria dei Barbi,"40,045",['Morellino']
1684,1684,Argentina,Mendoza,3.5,1706,Punto Final Malbec (Classico) 2011,Renacer,"33,900",['Malbec']
1685,1685,Argentina,Mendoza,3.5,1692,Barrel Select Merlot 2005,Bodega Norton,"28,815",['Merlot']
1686,1686,Spain,Rioja,3.5,1571,Rioja Crianza 2014,Viña Real,"37,290","['Tempranillo', 'Garnacha']"
1687,1687,Chile,Maule Valley,3.5,1432,Merlot Reserva 2004,J. Bouchon,"20,340",['Merlot']
1688,1688,Chile,Maule Valley,3.5,1432,Merlot Reserva 2003,J. Bouchon,"34,748",['Merlot']
1689,1689,Italy,Toscana,3.5,1293,Cancelli Rosso 2006,Coltibuono,"31,781","['Sangiovese', 'Shiraz/Syrah']"
1690,1690,United States,California,3.5,1260,Twin Oaks Zinfandel 2004,Robert Mondavi Winery,"26,273",['Zinfandel']
1691,1691,Argentina,Mendoza,3.5,1228,Estate Malbec 2013,Gauchezco,"21,188",['Malbec']
1692,1692,Italy,Chianti Classico,3.5,1176,Aziano Chianti Classico 2014,Ruffino,"33,900",['Sangiovese']
1693,1693,France,Bordeaux,3.5,1174,Réserve Merlot - Cabernet Sauvignon Bordeaux 2015,Calvet,"38,985","['Cabernet Sauvignon', 'Merlot']"
1694,1694,Chile,Rapel Valley,3.5,1162,Aliwen Reserva Cabernet Sauvignon - Carmenère 2014,Undurraga,"33,053","['Cabernet Sauvignon', 'Carménère']"
1695,1695,Australia,South Australia,3.5,1019,President's Selection Cabernet Sauvignon 2005,Wolf Blass,"54,240",['Cabernet Sauvignon']
1696,1696,France,Bordeaux,3.5,922,Bordeaux Rouge 2010,Croix Saint-Martin,"20,340","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1697,1697,Switzerland,Valais,3.5,848,Réserve des Administrateurs Pinot Noir 2004,Cave St-Pierre,"41,952",['Pinot Noir']
1698,1698,Portugal,Tejo,3.5,839,Tinto 2014,Quinta da Alorna,"25,383","['Shiraz/Syrah', 'Alicante Bouschet', 'Tinta Roriz', 'Castelao']"
1699,1699,South Africa,Stellenbosch,3.5,782,Guinea Fowl Red Blend 2004,Saxenburg,"23,306","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']"
1700,1700,Spain,Montsant,3.5,764,L'Heravi 2010,Vinyes d'En Gabriel,"27,544","['Shiraz/Syrah', 'Grenache', 'Samsó']"
1701,1701,Chile,Maipo Valley,3.5,706,Barrica Selection Gran Reserva Syrah 2001,Santa Carolina,"38,138",['Shiraz/Syrah']
1702,1702,France,Beaujolais-Villages,3.5,688,Beaujolais-Villages Nouveau 2013,Trénel,"37,290",['Gamay']
1703,1703,France,Bordeaux,3.5,662,La Miraculeuse Bordeaux 2015,Maison de Grand Esprit,"32,205","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
1704,1704,Chile,Maule Valley,3.5,639,Cabernet Sauvignon Reserva Especial 2004,J. Bouchon,"27,968",['Cabernet Sauvignon']
1705,1705,Argentina,Mendoza,3.5,623,Malbec Roble 2015,Estancia Mendoza,"29,663",['Malbec']
1706,1706,Italy,Chianti Classico,3.5,620,Chianti Classico 2001,Zonin,"57,207",['Sangiovese']
1707,1707,France,Saint-Émilion,3.5,602,Grande Réserve Saint-Émilion 2008,Kressmann,"36,019","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1708,1708,United States,Sonoma County,3.5,597,Sonoma County Cabernet Sauvignon 2003,Gallo Family Vineyards,"42,375",['Cabernet Sauvignon']
1709,1709,Chile,Maule Valley,3.5,587,Merlot Reserva 2006,Hugo Casanova,"27,544",['Merlot']
1710,1710,Australia,Barossa,3.5,572,5th Generation Shiraz 2015,Grant Burge,"31,781",['Shiraz/Syrah']
1711,1711,United States,Paso Robles,3.5,557,Zinfandel 2004,Eos Estate,"40,257",['Zinfandel']
1712,1712,Spain,Rioja,3.5,554,Crianza 2007,Bodegas Marqués de Cáceres,"29,239","['Tempranillo', 'Grenache', 'Graciano']"
1713,1713,Spain,Bierzo,3.5,548,Mencía 2016,Armas de Guerra,"25,425",['Mencia']
1714,1714,Italy,Valtellina,3.5,527,Rosso di Valtellina 2004,Aldo Rainoldi,"31,781",['Nebbiolo']
1715,1715,France,Médoc,3.5,507,Grande Réserve Médoc 2008,Kressmann,"27,544","['Cabernet Sauvignon', 'Merlot']"
1716,1716,Argentina,Maipu,3.5,441,Otra Vida Malbec 2007,Trivento,"21,188",['Malbec']
1717,1717,Chile,Central Valley,3.5,433,Reserva Cabernet Sauvignon 2017,Soleca,"24,578",['Cabernet Sauvignon']
1718,1718,France,Pays d'Oc,3.5,412,Cabernet Sauvignon 2017,La Forge Estate,"29,154",['Cabernet Sauvignon']
1719,1719,Chile,Rapel Valley,3.5,407,El Bosque Winemaker's Choice Carmenère 2003,Casablanca,"36,019",['Carménère']
1720,1720,United States,Columbia Valley,3.5,399,Malbec 2009,Powers,"29,620",['Malbec']
1721,1721,Australia,McLaren Vale,3.5,376,Parson’s Nose Shiraz 2008,Chapel Hill,"46,613",['Shiraz/Syrah']
1722,1722,France,Saint-Émilion Grand Cru,3.5,335,Saint-Émilion Grand Cru 2011,Vieux Château Perey,"52,969","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1723,1723,New Zealand,Marlborough,3.5,332,Origin Pinot Noir 2011,Saint Clair Family Estate,"42,375",['Pinot Noir']
1724,1724,Chile,Central Valley,3.5,250,Merlot 2017,Estrella de Pascua,"13,941",['Merlot']
1725,1725,Romania,Dealu Mare,3.5,250,Floare de Luna Private Reserve Feteasca Neagra 2013,Domeniile Alexandrion Rhein 1892,"27,680",['Feteasca Neagra']
1726,1726,France,Bourgogne,3.5,244,Bourgogne Pinot Noir 2016,Jean Loron,"41,732",['Pinot Noir']
1727,1727,France,Hérault,3.5,216,Albaran Vieilles Vignes Rouge 2005,Moulin de Gassac,"24,699","['Cabernet Sauvignon', 'Mourvedre', 'Shiraz/Syrah']"
1728,1728,Spain,Castilla,3.5,216,Hello World Cabernet Franc 2015,Finca La Estacada,"23,421",['Cabernet Franc']
1729,1729,Italy,Montepulciano d'Abruzzo,3.5,215,Colle Secco Montepulciano d'Abruzzo Rubino 2008,Cantina Tollo,"29,383",['Montepulciano']
1730,1730,Australia,South Eastern Australia,3.5,202,Shiraz - Cabernet 2005,Jacob's Creek,"16,565","['Shiraz/Syrah', 'Cabernet Sauvignon']"
1731,1731,Hungary,Balaton,3.5,171,Kékfrankos 2011,Konyári,"50,249",['Kékfrankos']
1732,1732,Italy,Friuli Grave,3.5,168,Cabernet Sauvignon 2003,Pighin,"29,809",['Cabernet Sauvignon']
1733,1733,Australia,Granite Belt,3.5,158,Signature Collection Merlot 2011,Sirromet,"76,651",['Merlot']
1734,1734,United States,Columbia Valley,3.5,150,Cabernet Sauvignon 2008,Two Vines,"26,402",['Cabernet Sauvignon']
1735,1735,France,Bordeaux Supérieur,3.5,134,Bordeaux Supérieur 2011,Château Lafite Monteil,"84,316","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1736,1736,France,Bordeaux,3.5,121,Bordeaux 2015,Château Les Graves de Barrau,"31,938","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1737,1737,Argentina,Lujan de Cuyo,3.5,107,Reserva Cabernet Sauvignon 2005,Terrazas de los Andes,"40,455",['Cabernet Sauvignon']
1738,1738,France,Corbières,3.5,101,La Tour L'Expression d'un Terroir Rouge 2009,Château Grand Moulin,"37,474","['Shiraz/Syrah', 'Grenache', 'Carignan']"
1739,1739,France,Morgon,3.5,99,Domaine de la Chaponne Morgon 2011,Jean-Claude Debeaune,"29,809",['Gamay']
1740,1740,France,Hérault,3.5,90,Fiona Rouge 2000,Château Capion,"36,196","['Cabernet Sauvignon', 'Merlot']"
1741,1741,Chile,Colchagua Valley,3.5,90,Reserva Terroir Syrah (Los Cactus) 2012,TerraNoble,"29,809",['Shiraz/Syrah']
1742,1742,Chile,Maipo Valley,3.5,87,Cabernet Sauvignon Reserva 2008,Terra Andina,"31,938",['Cabernet Sauvignon']
1743,1743,Australia,McLaren Vale,3.5,86,The Procrastinator 2013,Chalk Hill,"51,101","['Shiraz/Syrah', 'Cabernet Franc', 'Merlot']"
1744,1744,Chile,Colchagua Valley,3.5,84,Reserva Merlot (Classic) 2008,Montes,"27,680",['Merlot']
1745,1745,France,Côtes-du-Rhône-Villages,3.5,81,Le Jas des Belles Côtes du Rhône Villages 2015,Les Grandes Serres,"34,067","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1746,1746,Chile,Maule Valley,3.5,81,Reserva Privada Merlot 2019,Aromo,"31,938",['Merlot']
1747,1747,Spain,Alicante,3.5,79,Monastrell Old Vines 2012,Montgó,"23,847",[‘Monastrell’]
1748,1748,Spain,Jumilla,3.5,78,Carchelo (C) 2009,Carchelo,"24,699",[‘Monastrell’]
1749,1749,Spain,Penedès,3.5,73,Rocaplana Syrah 2012,Oriol Rossell,"67,283",['Shiraz/Syrah']
1750,1750,Spain,Penedès,3.5,65,Indigena Garnatxa Tinto 2010,Parés Baltà,"50,850",['Grenache']
1751,1751,Chile,Rapel Valley,3.5,64,Old Vines Cabernet Sauvignon 2015,Casa Mayor,"19,493",['Cabernet Sauvignon']
1752,1752,Australia,McLaren Vale,3.5,62,Cabernet Sauvignon 2011,Chalk Hill,"64,410",['Cabernet Sauvignon']
1753,1753,Spain,Rioja,3.5,59,Selección 2008,Sierra Cantabria,"328,100",['Tempranillo']
1754,1754,France,Bordeaux Supérieur,3.5,49,Bordeaux Supérieur 2009,Château Maison Noble Saint Martin,"36,019","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1755,1755,Argentina,Tunuyán,3.5,44,Reserve Cabernet Sauvignon (Barrel Selection) 2003,Salentein,"30,510",['Cabernet Sauvignon']
1756,1756,South Africa,Stellenbosch,3.5,42,Reserve Pinot Noir 2011,The Winery of Good Hope,"33,900",['Pinot Noir']
1757,1757,France,Pays d'Oc,3.5,41,Réserve Cabernet - Syrah 2012,La Croisade,"29,663","['Shiraz/Syrah', 'Cabernet Sauvignon']"
1758,1758,France,Alsace,3.5,36,Pinot Noir M 2009,Michel Fonné,"91,531",['Pinot Noir']
1759,1759,Australia,South Eastern Australia,3.5,33,Diamond Label Shiraz - Cabernet 2005,Rosemount,"23,306","['Shiraz/Syrah', 'Cabernet Sauvignon']"
1760,1760,France,Moulin-à-Vent,3.5,31,Moulin-A-Vent 2010,Domaine des Rosiers,"33,900",['Gamay']
1761,1761,Canada,Niagara Escarpment - Ontario,3.5,31,Cabernet - Merlot 2011,Cave Spring,"54,240","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1762,1762,United States,California,3.5,28,Founders' Estate Cabernet Sauvignon 2004,Beringer,"41,740",['Cabernet Sauvignon']
1763,1763,France,Pauillac,3.5,28,Pauillac (Grand Cru Classé) 1974,Château Pichon Baron,"274,865","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
1764,1764,United States,Texas,3.5,27,Pinot Noir 2019,Peregrine Hill,"210,858",['Pinot Noir']
1765,1765,France,Margaux,3.5,27,Margaux 1998,Château Les Graves du Soc,"52,969","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
1766,1766,France,Beaune Premier Cru,3.5,25,Clos Du Roi Beaune 1er Cru 1979,Pierre André,"220,383",['Pinot Noir']
1767,1767,United States,California,3.4,9210,Cabernet Sauvignon 2002,Gallo Family Vineyards,"19,069",['Cabernet Sauvignon']
1768,1768,United States,California,3.4,9210,Cabernet Sauvignon 2000,Gallo Family Vineyards,"42,375",['Cabernet Sauvignon']
1769,1769,United States,California,3.4,9210,Cabernet Sauvignon 2001,Gallo Family Vineyards,"13,560",['Cabernet Sauvignon']
1770,1770,United States,California,3.4,8325,Cabernet Sauvignon 2004,BV Coastal Estates,"41,528",['Cabernet Sauvignon']
1771,1771,Australia,South Australia,3.4,7440,Yellow Label Cabernet Sauvignon 2005,Wolf Blass,"40,257",['Cabernet Sauvignon']
1772,1772,Chile,Central Valley,3.4,3622,120 Reserva Especial Cabernet Sauvignon 2018,Santa Rita,"23,306",['Cabernet Sauvignon']
1773,1773,Australia,South Australia,3.4,3599,Yellow Label Shiraz 2005,Wolf Blass,"40,257",['Shiraz/Syrah']
1774,1774,Spain,Castilla y León,3.4,3262,Riscal Roble Tempranillo 2004,Marqués de Riscal,"24,578",['Tempranillo']
1775,1775,South Africa,Stellenbosch,3.4,3058,Cabernet Sauvignon 2005,Obikwa,"16,608",['Cabernet Sauvignon']
1776,1776,Australia,South Australia,3.4,2399,Weighbridge Shiraz 2005,Peter Lehmann,"31,938",['Shiraz/Syrah']
1777,1777,Australia,South Eastern Australia,3.4,2291,Diamond Label Cabernet Sauvignon 2001,Rosemount,"31,512",['Cabernet Sauvignon']
1778,1778,Australia,South Eastern Australia,3.4,2280,Cabernet Sauvignon 2018,Yellow Tail,"27,680",['Cabernet Sauvignon']
1779,1779,United States,California,3.4,2075,Cabernet Sauvignon 2004,Lost Angel,"40,455",['Cabernet Sauvignon']
1780,1780,South Africa,Coastal Region,3.4,1944,Foundation Shiraz 2005,Nederburg,"23,421",['Shiraz/Syrah']
1781,1781,United States,California,3.4,1323,Merlot 2005,Stone Cellars,"28,957",['Merlot']
1782,1782,Chile,Maipo Valley,3.4,1130,Barrica Selection Gran Reserva Cabernet Sauvignon 2004,Santa Carolina,"38,326",['Cabernet Sauvignon']
1783,1783,Italy,Marche,3.4,1047,Antica Osteria Rosso 2006,Garofoli,"25,125","['Montepulciano', 'Sangiovese']"
1784,1784,Chile,Maipo Valley,3.4,938,Vitral Reserva Cabernet Sauvignon 2016,Viña Maipo,"24,699",['Cabernet Sauvignon']
1785,1785,Chile,Colchagua Valley,3.4,800,La Joya Reserve Merlot 2004,Bisquertt Family Vineyards,"27,680",['Merlot']
1786,1786,Chile,Rapel Valley,3.4,778,Grand Selection Merlot 2013,Lapostolle,"31,299",['Merlot']
1787,1787,Argentina,Mendoza,3.4,705,Barrel Select Cabernet Sauvignon 2018,Bodega Norton,"28,957",['Cabernet Sauvignon']
1788,1788,Chile,Maule Valley,3.4,658,Malbec Reserva Especial 2004,J. Bouchon,"28,105",['Malbec']
1789,1789,Chile,Rapel Valley,3.4,564,Vitral Reserva Merlot 2016,Viña Maipo,"24,699",['Merlot']
1790,1790,Australia,South Australia,3.4,524,Cabernet Sauvignon - Shiraz 2016,Oxford Landing,"27,680",['Cabernet Sauvignon']
1791,1791,Chile,Maipo Valley,3.4,394,Sepia Malbec Reserva 2014,Vistamar,"30,660",['Malbec']
1792,1792,France,Bordeaux,3.4,386,Bordeaux 2003,Dulong,"27,254","['Cabernet Sauvignon', 'Merlot']"
1793,1793,Italy,Montepulciano d'Abruzzo,3.4,377,Montepulciano d'Abruzzo 2011,Fantini,"33,215",['Montepulciano']
1794,1794,Italy,Chianti Colli Senesi,3.4,359,Clusium Chianti Colli Senesi 2006,Tenuta Marcianella,"45,778",['Sangiovese']
1795,1795,Chile,Central Valley,3.4,344,Classic Merlot 2009,Lascar,"23,421",['Merlot']
1796,1796,Spain,Valencia,3.4,334,30 Wishes Dear 2013,Neleman,"37,474",['Tempranillo']
1797,1797,United States,California,3.4,320,Cabernet Sauvignon 2001,R. H. Phillips,"38,326",['Cabernet Sauvignon']
1798,1798,Chile,Colchagua Valley,3.4,259,Reserva Carmenère 2011,Caliterra,"21,292",['Carménère']
1799,1799,France,Côtes-du-Rhône-Villages,3.4,245,Cuvée Setier Côtes du Rhône Villages 2012,Pegau,"38,326","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1800,1800,South Africa,Western Cape,3.4,244,Pinotage 2009,Out of Africa,"12,628",['Pinotage']
1801,1801,Spain,Catalunya,3.4,219,Sangre de Toro 2005,Familia Torres,"18,645",['Garnacha Tinta']
1802,1802,France,Médoc,3.4,208,Médoc 2011,Château la Pirouette,"61,444","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
1803,1803,United States,Columbia Valley,3.4,198,Merlot (N.S.A Organic) 2012,Badger Mountain,"38,138",['Merlot']
1804,1804,Australia,South Eastern Australia,3.4,174,Organic Shiraz 2010,Brewery Hill,"33,053",['Shiraz/Syrah']
1805,1805,Australia,South Eastern Australia,3.4,138,Cabernet Sauvignon - Shiraz 2015,Carson's,"20,764","['Shiraz/Syrah', 'Cabernet Sauvignon']"
1806,1806,France,Beaujolais Nouveau,3.4,131,Beaujolais Nouveau 2013,C'est La Vie,"24,154",['Gamay']
1807,1807,France,Vin de France,3.4,129,Le Petit Panier Merlot 2017,L . Tramier & Fils,"29,663",['Merlot']
1808,1808,Chile,Colchagua Valley,3.4,127,Reserva Merlot 2015,Luis Felipe Edwards,"28,815",['Merlot']
1809,1809,South Africa,Darling,3.4,113,Cab Cult 2009,Cloof,"38,095",['Cabernet Sauvignon']
1810,1810,France,Languedoc-Roussillon,3.4,110,Le Petit Panier Pinot Noir 2012,L . Tramier & Fils,"25,425",['Pinot Noir']
1811,1811,Australia,Nagambie Lakes,3.4,106,Preece Cabernet Sauvignon 2003,Mitchelton,"39,621",['Cabernet Sauvignon']
1812,1812,Australia,Nagambie Lakes,3.4,106,Preece Cabernet Sauvignon 2004,Mitchelton,"39,621",['Cabernet Sauvignon']
1813,1813,Chile,Maipo Valley,3.4,102,Brio Cabernet Sauvignon 2007,Indomita,"27,120",['Cabernet Sauvignon']
1814,1814,Italy,Terre Siciliane,3.4,96,Nero D'Avola Sicilia 2004,Zonin,"21,188","[""Nero d'Avola""]"
1815,1815,France,Côtes-du-Rhône,3.4,93,Côtes-du-Rhône Rouge 2003,E. Guigal,"33,053","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1816,1816,Chile,Maule Valley,3.4,87,Barrel Selection Cabernet Sauvignon - Carménère -  Petit Verdot 2009,Aromo,"57,207","['Cabernet Sauvignon', 'Petit Verdot', 'Carménère']"
1817,1817,Italy,Langhe,3.4,81,Langhe Nebbiolo 2010,Fontanafredda,"50,850",['Nebbiolo']
1818,1818,Canada,Ontario,3.4,77,Cabernet Franc 2012,Pelee Island Winery,"33,900",['Cabernet Franc']
1819,1819,Australia,Limestone Coast,3.4,73,Reserve Shiraz 2005,Jacob's Creek,"33,010",['Shiraz/Syrah']
1820,1820,Chile,Cachapoal Valley,3.4,71,Castillo de Molina Gran Reserva Cabernet Sauvignon 2005,San Pedro,"29,239",['Cabernet Sauvignon']
1821,1821,Spain,Castilla,3.4,68,6 Meses en Barrica 2011,Finca La Estacada,"27,968",['Tempranillo']
1822,1822,Argentina,Lujan de Cuyo,3.4,68,Reserva Malbec 2005,Bodega Norton,"36,019",['Malbec']
1823,1823,Italy,Chianti,3.4,66,Chianti 2004,Ruffino,"23,306",['Sangiovese']
1824,1824,United States,Livermore Valley,3.4,61,Crane Ridge Reserve Merlot 2004,Wente Vineyards,"44,494",['Merlot']
1825,1825,Argentina,Tulum Valley,3.4,59,Magna Terroir Selection Shiraz 2006,Callia,"36,019",['Shiraz/Syrah']
