"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00033105","1979-07","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19790725",",,I","","","","","","","12.4",",,I,25,","","","","","81.5",",,,I","","","","","",""
"BOM00033105","1979-09","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19790904",",,I","","","","","","","6.8",",,I,04,","","","","","20.0",",,,I","","","","","",""
"BOM00033105","1980-01","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19800101",",,I","","","","","","","11.3",",,I,01,","","","","","33.4",",,,I","","","","","",""
"BOM00033105","1980-02","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19800212",",,I","","","","","","","5.9",",,I,12,","","","","","13.5",",,,I","","","","","",""
"BOM00033105","1980-03","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19800310",",,I","","","","","","","9.4",",,I,10,","","","","","39.7",",,,I","","","","","",""
"BOM00033105","1980-04","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19800424",",,I","","","","","","","11.2",",,I,24,","","","","","46.2",",,,I","","","","","",""
"BOM00033105","1980-05","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19800530",",,I","","","","","","","13.1",",,I,30,","","","","","46.2",",,,I","","","","","",""
"BOM00033105","1980-06","51.783","28.333","141.0","LELOIOV, BO","","","17",",I","13",",I","3",",I","","","","","","","","","","","","","","","","","19800616",",,I","","","","","","","39.2",",,I,16,","","","","","195.8",",,,I","","","","","",""
"BOM00033105","1980-07","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","12",",I","0",",I","","","","","","","","","","","","","","","","","19800713",",,I","","","","","","","12.8",",,I,13,","","","","","91.7",",,,I","","","","","",""
"BOM00033105","1981-01","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","4",",I","0",",I","27","2,","","","","","","","","","","","","","19810128",",2,S","19810121",",,I","","","","","170","2,,S,28,","10.9",",,I,21,","","","","","35.8",",,,I","","","","","",""
"BOM00033105","1981-02","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19810214",",,I","","","","","","","5.6",",,I,14,","","","","","29.3",",,,I","","","","","",""
"BOM00033105","1982-01","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19820104",",,I","","","","","","","7.4",",,I,04,","","","","","28.0",",,,I","","","","","",""
"BOM00033105","1982-02","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19820227",",,I","","","","","","","13.5",",,I,27,","","","","","22.5",",,,I","","","","","",""
"BOM00033105","1982-04","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19820425",",,I","","","","","","","17.0",",,I,25,","","","","","43.8",",,,I","","","","","",""
"BOM00033105","1982-08","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","8",",I","1",",I","","","","","","","","","","","","","","","","","19820801",",,I","","","","","","","25.6",",,I,01,","","","","","94.1",",,,I","","","","","",""
"BOM00033105","1982-09","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19820907",",,I","","","","","","","13.0",",,I,07,","","","","","42.0",",,,I","","","","","",""
"BOM00033105","1982-12","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19821216",",,I","","","","","","","13.1",",,I,16,","","","","","50.0",",,,I","","","","","",""
"BOM00033105","1983-01","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19830118",",,I","","","","","","","6.2",",,I,18,","","","","","49.0",",,,I","","","","","",""
"BOM00033105","1983-02","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19830213",",,I","","","","","","","18.2",",,I,13,","","","","","48.6",",,,I","","","","","",""
"BOM00033105","1983-03","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19830311",",,I","","","","","","","15.3",",,I,11,","","","","","77.8",",,,I","","","","","",""
"BOM00033105","1983-04","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19830414",",,I","","","","","","","23.6",",,I,14,","","","","","83.7",",,,I","","","","","",""
"BOM00033105","1983-06","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19830619",",,I","","","","","","","9.4",",,I,19,","","","","","34.4",",,,I","","","","","",""
"BOM00033105","1983-07","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19830723",",,I","","","","","","","17.7",",,I,23,","","","","","78.2",",,,I","","","","","",""
"BOM00033105","1983-08","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19830808",",,I","","","","","","","11.9",",,I,08,","","","","","16.4",",,,I","","","","","",""
"BOM00033105","1983-09","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19830914",",,I","","","","","","","8.3",",,I,14,","","","","","20.3",",,,I","","","","","",""
"BOM00033105","1983-10","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19831004",",,I","","","","","","","12.0",",,I,04,","","","","","40.7",",,,I","","","","","",""
"BOM00033105","1983-11","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19831129",",,I","","","","","","","9.5",",,I,29,","","","","","24.2",",,,I","","","","","",""
"BOM00033105","1983-12","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19831221",",,I","","","","","","","4.4",",,I,21,","","","","","23.5",",,,I","","","","","",""
"BOM00033105","1984-01","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19840121",",,I","","","","","","","11.0",",,I,21,","","","","","32.1",",,,I","","","","","",""
"BOM00033105","1984-02","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19840208",",,I","","","","","","","5.7",",,I,08,","","","","","20.4",",,,I","","","","","",""
"BOM00033105","1984-03","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19840328",",,I","","","","","","","6.0",",,I,28,","","","","","19.2",",,,I","","","","","",""
"BOM00033105","1984-04","51.783","28.333","141.0","LELOIOV, BO","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19840428",",,I","","","","","","","4.5",",,I,28,","","","","","9.5",",,,I","","","","","",""
"BOM00033105","1984-05","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","8",",I","1",",I","","","","","","","","","","","","","","","","","19840531",",,I","","","","","","","32.0",",,I,31,","","","","","99.8",",,,I","","","","","",""
"BOM00033105","1984-06","51.783","28.333","141.0","LELOIOV, BO","","","17",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19840601",",,I","","","","","","","10.4",",,I,01,","","","","","49.4",",,,I","","","","","",""
"BOM00033105","1984-07","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","19840705",",,I","","","","","","","27.7",",,I,05,","","","","","69.5",",,,I","","","","","",""
"BOM00033105","1984-08","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19840817",",,I","","","","","","","11.0",",,I,17,","","","","","16.2",",,,I","","","","","",""
"BOM00033105","1984-09","51.783","28.333","141.0","LELOIOV, BO","","","19",",I","11",",I","2",",I","","","","","","","","","","","","","","","","","19840918",",,I","","","","","","","45.0",",,I,18,","","","","","151.9",",,,I","","","","","",""
"BOM00033105","1984-10","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19841005",",,I","","","","","","","16.8",",,I,05,","","","","","55.5",",,,I","","","","","",""
"BOM00033105","1984-11","51.783","28.333","141.0","LELOIOV, BO","","","5",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19841124",",,I","","","","","","","12.5",",,I,24,","","","","","24.7",",,,I","","","","","",""
"BOM00033105","1984-12","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19841211",",,I","","","","","","","7.5",",,I,11,","","","","","31.1",",,,I","","","","","",""
"BOM00033105","1987-01","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19870106",",,I","","","","","","","7.5",",,I,06,","","","","","35.7",",,,I","","","","","",""
"BOM00033105","1987-02","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19870211",",,I","","","","","","","6.0",",,I,11,","","","","","19.6",",,,I","","","","","",""
"BOM00033105","1987-03","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19870330",",,I","","","","","","","7.6",",,I,30,","","","","","38.7",",,,I","","","","","",""
"BOM00033105","1987-04","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19870426",",,I","","","","","","","5.2",",,I,26,","","","","","19.4",",,,I","","","","","",""
"BOM00033105","1987-05","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19870507",",,I","","","","","","","12.2",",,I,07,","","","","","30.6",",,,I","","","","","",""
"BOM00033105","1987-06","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19870616",",,I","","","","","","","14.2",",,I,16,","","","","","61.4",",,,I","","","","","",""
"BOM00033105","1987-07","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19870724",",,I","","","","","","","8.8",",,I,24,","","","","","17.3",",,,I","","","","","",""
"BOM00033105","1987-08","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19870811",",,I","","","","","","","17.1",",,I,11,","","","","","87.8",",,,I","","","","","",""
"BOM00033105","1987-09","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19870915",",,I","","","","","","","14.8",",,I,15,","","","","","69.0",",,,I","","","","","",""
"BOM00033105","1987-10","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19871014",",,I","","","","","","","4.1",",,I,14,","","","","","11.5",",,,I","","","","","",""
"BOM00033105","1987-11","51.783","28.333","141.0","LELOIOV, BO","","","19",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19871114",",,I","","","","","","","8.4",",,I,14,","","","","","35.3",",,,I","","","","","",""
"BOM00033105","1987-12","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19871230",",,I","","","","","","","15.0",",,I,30,","","","","","66.6",",,,I","","","","","",""
"BOM00033105","1988-01","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19880109",",,I","","","","","","","10.1",",,I,09,","","","","","26.2",",,,I","","","","","",""
"BOM00033105","1988-02","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19880211",",,I","","","","","","","2.1",",,I,11,","","","","","8.3",",,,I","","","","","",""
"BOM00033105","1988-03","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19880301",",,I","","","","","","","6.8",",,I,01,","","","","","46.3",",,,I","","","","","",""
"BOM00033105","1988-04","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19880414",",,I","","","","","","","12.4",",,I,14,","","","","","29.7",",,,I","","","","","",""
"BOM00033105","1988-05","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19880510",",,I","","","","","","","8.8",",,I,10,","","","","","25.5",",,,I","","","","","",""
"BOM00033105","1988-06","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","16",",I","0",",I","","","","","","","","","","","","","","","","","19880620",",,I","","","","","","","23.7",",,I,20,","","","","","159.0",",,,I","","","","","",""
"BOM00033105","1988-07","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19880710",",,I","","","","","","","21.3",",,I,10,","","","","","101.3",",,,I","","","","","",""
"BOM00033105","1988-08","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19880804",",,I","","","","","","","18.8",",,I,04,","","","","","56.5",",,,I","","","","","",""
"BOM00033105","1988-09","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19880914",",,I","","","","","","","12.4",",,I,14,","","","","","47.5",",,,I","","","","","",""
"BOM00033105","1988-10","51.783","28.333","141.0","LELOIOV, BO","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19881008",",,I","","","","","","","11.2",",,I,08,","","","","","17.6",",,,I","","","","","",""
"BOM00033105","1988-11","51.783","28.333","141.0","LELOIOV, BO","","","17",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19881130",",,I","","","","","","","10.5",",,I,30,","","","","","59.0",",,,I","","","","","",""
"BOM00033105","1988-12","51.783","28.333","141.0","LELOIOV, BO","","","22",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19881211",",,I","","","","","","","7.6",",,I,11,","","","","","49.3",",,,I","","","","","",""
"BOM00033105","1989-01","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19890116",",,I","","","","","","","6.8",",,I,16,","","","","","27.1",",,,I","","","","","",""
"BOM00033105","1989-02","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19890227",",,I","","","","","","","9.9",",,I,27,","","","","","23.5",",,,I","","","","","",""
"BOM00033105","1989-03","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19890310",",,I","","","","","","","3.7",",,I,10,","","","","","28.1",",,,I","","","","","",""
"BOM00033105","1989-04","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19890419",",,I","","","","","","","11.4",",,I,19,","","","","","43.5",",,,I","","","","","",""
"BOM00033105","1989-05","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19890508",",,I","","","","","","","10.2",",,I,08,","","","","","18.9",",,,I","","","","","",""
"BOM00033105","1989-06","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19890610",",,I","","","","","","","16.3",",,I,10,","","","","","63.4",",,,I","","","","","",""
"BOM00033105","1989-07","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19890720",",,I","","","","","","","20.6",",,I,20,","","","","","70.6",",,,I","","","","","",""
"BOM00033105","1989-08","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","19890802",",,I","","","","","","","45.8",",,I,02,","","","","","115.6",",,,I","","","","","",""
"BOM00033105","1989-09","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19890916","+,,I","","","","","","","16.7",",,I,16,+","","","","","60.4",",,,I","","","","","",""
"BOM00033105","1989-10","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","12",",I","0",",I","","","","","","","","","","","","","","","","","19891001",",,I","","","","","","","8.6",",,I,01,","","","","","60.5",",,,I","","","","","",""
"BOM00033105","1989-11","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19891116",",,I","","","","","","","5.5",",,I,16,","","","","","34.5",",,,I","","","","","",""
"BOM00033105","1989-12","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19891207",",,I","","","","","","","5.9",",,I,07,","","","","","32.1",",,,I","","","","","",""
"BOM00033105","1990-01","51.783","28.333","141.0","LELOIOV, BO","","","17",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19900121",",,b","","","","","","","7.3",",,b,21,","","","","","30.1",",,,b","","","","","",""
"BOM00033105","1990-02","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","4",",b","0",",b","","","","","","","","","","","","","","","","","19900228",",,b","","","","","","","6.6",",,b,28,","","","","","24.0",",,,b","","","","","",""
"BOM00033105","1990-03","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19900307",",,b","","","","","","","6.2",",,b,07,","","","","","31.6",",,,b","","","","","",""
"BOM00033105","1990-04","51.783","28.333","141.0","LELOIOV, BO","","","12",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19900408",",,b","","","","","","","21.7",",,b,08,","","","","","58.4",",,,b","","","","","",""
"BOM00033105","1990-05","51.783","28.333","141.0","LELOIOV, BO","","","10",",b","4",",b","0",",b","","","","","","","","","","","","","","","","","19900517",",,b","","","","","","","8.0",",,b,17,","","","","","27.7",",,,b","","","","","",""
"BOM00033105","1990-06","51.783","28.333","141.0","LELOIOV, BO","","","10",",b","8",",b","0",",b","","","","","","","","","","","","","","","","","19900610",",,b","","","","","","","18.8",",,b,10,","","","","","72.1",",,,b","","","","","",""
"BOM00033105","1990-07","51.783","28.333","141.0","LELOIOV, BO","","","19",",b","15",",b","1",",b","","","","","","","","","","","","","","","","","19900708",",,b","","","","","","","44.1",",,b,08,","","","","","166.0",",,,b","","","","","",""
"BOM00033105","1990-08","51.783","28.333","141.0","LELOIOV, BO","","","9",",b","3",",b","0",",b","","","","","","","","","","","","","","","","","19900803",",,b","","","","","","","9.8",",,b,03,","","","","","24.5",",,,b","","","","","",""
"BOM00033105","1990-09","51.783","28.333","141.0","LELOIOV, BO","","","23",",b","14",",b","1",",b","","","","","","","","","","","","","","","","","19900904",",,b","","","","","","","36.4",",,b,04,","","","","","143.9",",,,b","","","","","",""
"BOM00033105","1990-10","51.783","28.333","141.0","LELOIOV, BO","","","6",",b","4",",b","0",",b","","","","","","","","","","","","","","","","","19901031",",,b","","","","","","","14.0",",,b,31,","","","","","33.0",",,,b","","","","","",""
"BOM00033105","1990-11","51.783","28.333","141.0","LELOIOV, BO","","","19",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19901117",",,b","","","","","","","6.4",",,b,17,","","","","","39.5",",,,b","","","","","",""
"BOM00033105","1990-12","51.783","28.333","141.0","LELOIOV, BO","","","14",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19901212",",,b","","","","","","","11.8",",,b,12,","","","","","43.5",",,,b","","","","","",""
"BOM00033105","1991-01","51.783","28.333","141.0","LELOIOV, BO","","","7",",b","4",",b","0",",b","","","","","","","","","","","","","","","","","19910103",",,b","","","","","","","5.5",",,b,03,","","","","","19.0",",,,b","","","","","",""
"BOM00033105","1991-02","51.783","28.333","141.0","LELOIOV, BO","","","15",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19910210",",,b","","","","","","","7.7",",,b,10,","","","","","41.8",",,,b","","","","","",""
"BOM00033105","1991-03","51.783","28.333","141.0","LELOIOV, BO","","","1",",b","0",",b","0",",b","","","","","","","","","","","","","","","","","19910302",",,b","","","","","","","0.5",",,b,02,","","","","","1.1",",,,b","","","","","",""
"BOM00033105","1991-04","51.783","28.333","141.0","LELOIOV, BO","","","7",",b","6",",b","0",",b","","","","","","","","","","","","","","","","","19910419",",,b","","","","","","","20.7",",,b,19,","","","","","58.5",",,,b","","","","","",""
"BOM00033105","1991-05","51.783","28.333","141.0","LELOIOV, BO","","","19",",b","12",",b","0",",b","","","","","","","","","","","","","","","","","19910501",",,b","","","","","","","15.9",",,b,01,","","","","","105.6",",,,b","","","","","",""
"BOM00033105","1991-06","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19910609",",,b","","","","","","","15.2",",,b,09,","","","","","64.0",",,,b","","","","","",""
"BOM00033105","1991-07","51.783","28.333","141.0","LELOIOV, BO","","","8",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19910719",",,b","","","","","","","15.8",",,b,19,","","","","","44.4",",,,b","","","","","",""
"BOM00033105","1991-08","51.783","28.333","141.0","LELOIOV, BO","","","12",",b","3",",b","0",",b","","","","","","","","","","","","","","","","","19910818",",,b","","","","","","","15.5",",,b,18,","","","","","43.1",",,,b","","","","","",""
"BOM00033105","1991-09","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19910912",",,b","","","","","","","9.6",",,b,12,","","","","","41.2",",,,b","","","","","",""
"BOM00033105","1991-10","51.783","28.333","141.0","LELOIOV, BO","","","15",",b","8",",b","0",",b","","","","","","","","","","","","","","","","","19911020",",,b","","","","","","","9.3",",,b,20,","","","","","52.0",",,,b","","","","","",""
"BOM00033105","1991-11","51.783","28.333","141.0","LELOIOV, BO","","","16",",b","3",",b","0",",b","","","","","","","","","","","","","","","","","19911121","+,,b","","","","","","","6.7",",,b,21,+","","","","","29.1",",,,b","","","","","",""
"BOM00033105","1991-12","51.783","28.333","141.0","LELOIOV, BO","","","12",",b","2",",b","0",",b","","","","","","","","","","","","","","","","","19911221",",,b","","","","","","","3.9",",,b,21,","","","","","14.1",",,,b","","","","","",""
"BOM00033105","1992-01","51.783","28.333","141.0","LELOIOV, BO","","","13",",b","2",",b","0",",b","","","","","","","","","","","","","","","","","19920117",",,b","","","","","","","5.8",",,b,17,","","","","","20.4",",,,b","","","","","",""
"BOM00033105","1992-02","51.783","28.333","141.0","LELOIOV, BO","","","14",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19920217",",,b","","","","","","","5.5",",,b,17,","","","","","37.1",",,,b","","","","","",""
"BOM00033105","1992-03","51.783","28.333","141.0","LELOIOV, BO","","","10",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19920329",",,b","","","","","","","13.9",",,b,29,","","","","","41.6",",,,b","","","","","",""
"BOM00033105","1992-04","51.783","28.333","141.0","LELOIOV, BO","","","9",",b","3",",b","0",",b","","","","","","","","","","","","","","","","","19920428",",,b","","","","","","","12.8",",,b,28,","","","","","24.5",",,,b","","","","","",""
"BOM00033105","1992-05","51.783","28.333","141.0","LELOIOV, BO","","","14",",b","5",",b","1",",b","","","","","","","","","","","","","","","","","19920528",",,b","","","","","","","27.6",",,b,28,","","","","","63.3",",,,b","","","","","",""
"BOM00033105","1992-06","51.783","28.333","141.0","LELOIOV, BO","","","13",",b","6",",b","2",",b","","","","","","","","","","","","","","","","","19920617",",,b","","","","","","","62.9",",,b,17,","","","","","144.8",",,,b","","","","","",""
"BOM00033105","1992-07","51.783","28.333","141.0","LELOIOV, BO","","","6",",b","2",",b","1",",b","","","","","","","","","","","","","","","","","19920707",",,b","","","","","","","31.0",",,b,07,","","","","","37.7",",,,b","","","","","",""
"BOM00033105","1992-08","51.783","28.333","141.0","LELOIOV, BO","","","6",",b","6",",b","0",",b","","","","","","","","","","","","","","","","","19920815",",,b","","","","","","","24.0",",,b,15,","","","","","59.5",",,,b","","","","","",""
"BOM00033105","1992-09","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","5",",b","0",",b","","","","","","","","","","","","","","","","","19920916",",,b","","","","","","","24.5",",,b,16,","","","","","70.8",",,,b","","","","","",""
"BOM00033105","1992-10","51.783","28.333","141.0","LELOIOV, BO","","","17",",b","8",",b","0",",b","","","","","","","","","","","","","","","","","19921029",",,b","","","","","","","13.6",",,b,29,","","","","","75.6",",,,b","","","","","",""
"BOM00033105","1992-11","51.783","28.333","141.0","LELOIOV, BO","","","20",",b","9",",b","0",",b","","","","","","","","","","","","","","","","","19921113",",,b","","","","","","","23.0",",,b,13,","","","","","93.4",",,,b","","","","","",""
"BOM00033105","1992-12","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","2",",b","0",",b","","","","","","","","","","","","","","","","","19921213",",,b","","","","","","","3.1",",,b,13,","","","","","15.5",",,,b","","","","","",""
"BOM00033105","1993-01","51.783","28.333","141.0","LELOIOV, BO","","","17",",b","9",",b","0",",b","","","","","","","","","","","","","","","","","19930121",",,b","","","","","","","9.2",",,b,21,","","","","","57.7",",,,b","","","","","",""
"BOM00033105","1993-02","51.783","28.333","141.0","LELOIOV, BO","","","9",",b","2",",b","0",",b","","","","","","","","","","","","","","","","","19930223",",,b","","","","","","","11.5",",,b,23,","","","","","24.6",",,,b","","","","","",""
"BOM00033105","1993-03","51.783","28.333","141.0","LELOIOV, BO","","","14",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19930318",",,b","","","","","","","7.6",",,b,18,","","","","","41.2",",,,b","","","","","",""
"BOM00033105","1993-04","51.783","28.333","141.0","LELOIOV, BO","","","9",",b","6",",b","0",",b","","","","","","","","","","","","","","","","","19930409",",,b","","","","","","","20.1",",,b,09,","","","","","49.4",",,,b","","","","","",""
"BOM00033105","1993-05","51.783","28.333","141.0","LELOIOV, BO","","","11",",b","7",",b","0",",b","","","","","","","","","","","","","","","","","19930529",",,b","","","","","","","12.0",",,b,29,","","","","","39.8",",,,b","","","","","",""
"BOM00033105","1993-06","51.783","28.333","141.0","LELOIOV, BO","","","19",",b","12",",b","1",",b","","","","","","","","","","","","","","","","","19930623",",,b","","","","","","","26.8",",,b,23,","","","","","127.0",",,,b","","","","","",""
"BOM00033105","1993-07","51.783","28.333","141.0","LELOIOV, BO","","","23",",b","16",",b","5",",b","","","","","","","","","","","","","","","","","19930723",",,b","","","","","","","39.6",",,b,23,","","","","","257.2",",,,b","","","","","",""
