"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR000747000","1972-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","5",",I","1",",I","","","","","","","19720528",",,I","","","39.6",",,I,28,","86.7",",,,I","",""
"BR000747000","1972-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","2",",I","1",",I","","","","","","","19720621",",,I","","","52.5",",,I,21,","57.7",",,,I","",""
"BR000747000","1972-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","4",",I","2",",I","0",",I","","","","","","","19720730",",,I","","","6.2",",,I,30,","13.4",",,,I","",""
"BR000747000","1972-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","5",",I","5",",I","0",",I","","","","","","","19720826",",,I","","","25.0",",,I,26,","57.4",",,,I","",""
"BR000747000","1972-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","6",",I","3",",I","","","","","","","19720913",",,I","","","105.0",",,I,13,","204.1",",,,I","",""
"BR000747000","1972-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","5",",I","3",",I","","","","","","","19721030",",,I","","","50.6",",,I,30,","137.8",",,,I","",""
"BR000747000","1972-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","8",",I","8",",I","1",",I","","","","","","","19721129",",,I","","","31.3",",,I,29,","109.1",",,,I","",""
"BR000747000","1972-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","14",",I","1",",I","","","","","","","19721214",",,I","","","65.8",",,I,14,","225.5",",,,I","",""
"BR000747000","1973-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","15",",I","13",",I","1",",I","","","","","","","19730119",",,I","","","33.5",",,I,19,","160.9",",,,I","",""
"BR000747000","1973-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","21",",I","16",",I","3",",I","","","","","","","19730220",",,I","","","40.2",",,I,20,","259.6",",,,I","",""
"BR000747000","1973-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","21",",I","20",",I","6",",I","","","","","","","19730326",",,I","","","102.0",",,I,26,","537.7",",,,I","",""
"BR000747000","1973-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","13",",I","2",",I","","","","","","","19730416",",,I","","","51.4",",,I,16,","185.8",",,,I","",""
"BR000747000","1973-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","11",",I","10",",I","3",",I","","","","","","","19730510",",,I","","","121.6",",,I,10,","273.0",",,,I","",""
"BR000747000","1973-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","2",",I","0",",I","","","","","","","19730628",",,I","","","14.4",",,I,28,","26.6",",,,I","",""
"BR000747000","1973-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","3",",I","0",",I","","","","","","","19730726",",,I","","","21.0",",,I,26,","34.4",",,,I","",""
"BR000747000","1973-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","3",",I","2",",I","0",",I","","","","","","","19730810",",,I","","","12.6",",,I,10,","17.8",",,,I","",""
"BR000747000","1973-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","4",",I","2",",I","0",",I","","","","","","","19730921",",,I","","","15.8",",,I,21,","27.5",",,,I","",""
"BR000747000","1973-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","14",",I","9",",I","1",",I","","","","","","","19731022",",,I","","","49.0",",,I,22,","150.1",",,,I","",""
"BR000747000","1973-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","9",",I","1",",I","","","","","","","19731129",",,I","","","29.0",",,I,29,","105.8",",,,I","",""
"BR000747000","1973-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","16",",I","2",",I","","","","","","","19731212",",,I","","","53.0",",,I,12,","229.4",",,,I","",""
"BR000747000","1974-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","18",",I","17",",I","0",",I","","","","","","","19740125",",,I","","","25.0",",,I,25,","212.8",",,,I","",""
"BR000747000","1974-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","16",",I","1",",I","","","","","","","19740221",",,I","","","31.0",",,I,21,","200.8",",,,I","",""
"BR000747000","1974-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","23",",I","18",",I","1",",I","","","","","","","19740315",",,I","","","27.4",",,I,15,","239.6",",,,I","",""
"BR000747000","1974-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","18",",I","15",",I","3",",I","","","","","","","19740404",",,I","","","38.2",",,I,04,","247.4",",,,I","",""
"BR000747000","1974-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","5",",I","0",",I","","","","","","","19740508",",,I","","","21.2",",,I,08,","42.9",",,,I","",""
"BR000747000","1974-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","3",",I","2",",I","0",",I","","","","","","","19740603",",,I","","","20.2",",,I,03,","28.8",",,,I","",""
"BR000747000","1974-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19740731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000747000","1974-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19740821",",,I","","","10.5",",,I,21,","10.5",",,,I","",""
"BR000747000","1974-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","6",",I","0",",I","","","","","","","19740914",",,I","","","23.2",",,I,14,","81.0",",,,I","",""
"BR000747000","1974-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","8",",I","6",",I","0",",I","","","","","","","19741012",",,I","","","14.2",",,I,12,","46.6",",,,I","",""
"BR000747000","1974-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","16",",I","3",",I","","","","","","","19741114",",,I","","","56.8",",,I,14,","263.6",",,,I","",""
"BR000747000","1974-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","16",",I","2",",I","","","","","","","19741229",",,I","","","28.4",",,I,29,","196.2",",,,I","",""
"BR000747000","1975-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","22",",I","22",",I","1",",I","","","","","","","19750123",",,I","","","26.4",",,I,23,","284.6",",,,I","",""
"BR000747000","1975-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","15",",I","15",",I","0",",I","","","","","","","19750204",",,I","","","24.2",",,I,04,","200.8",",,,I","",""
"BR000747000","1975-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","23",",I","22",",I","3",",I","","","","","","","19750327","+,,I","","","28.0",",,I,27,+","324.2",",,,I","",""
"BR000747000","1975-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","14",",I","13",",I","0",",I","","","","","","","19750419",",,I","","","24.0",",,I,19,","148.0",",,,I","",""
"BR000747000","1975-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","8",",I","8",",I","0",",I","","","","","","","19750507",",,I","","","23.4",",,I,07,","96.4",",,,I","",""
"BR000747000","1975-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19750606",",,I","","","6.2",",,I,06,","6.2",",,,I","",""
"BR000747000","1975-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","5",",I","0",",I","","","","","","","19750721",",,I","","","12.0",",,I,21,","47.1",",,,I","",""
"BR000747000","1975-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","2",",I","0",",I","","","","","","","19750809",",,I","","","8.6",",,I,09,","13.4",",,,I","",""
"BR000747000","1975-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","2",",I","0",",I","","","","","","","19750926",",,I","","","22.2",",,I,26,","40.8",",,,I","",""
"BR000747000","1975-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","10",",I","0",",I","","","","","","","19751031",",,I","","","18.6",",,I,31,","133.4",",,,I","",""
"BR000747000","1975-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","10",",I","0",",I","","","","","","","19751129",",,I","","","22.0",",,I,29,","102.8",",,,I","",""
"BR000747000","1975-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","12",",I","12",",I","1",",I","","","","","","","19751202",",,I","","","25.6",",,I,02,","143.2",",,,I","",""
"BR000747000","1976-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","14",",I","14",",I","0",",I","","","","","","","19760127",",,I","","","22.0",",,I,27,","172.2",",,,I","",""
"BR000747000","1976-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","18",",I","1",",I","","","","","","","19760206",",,I","","","28.0",",,I,06,","196.2",",,,I","",""
"BR000747000","1976-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","17",",I","0",",I","","","","","","","19760330","+,,I","","","22.0",",,I,30,+","206.0",",,,I","",""
"BR000747000","1976-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","9",",I","9",",I","0",",I","","","","","","","19760408",",,I","","","22.8",",,I,08,","117.4",",,,I","",""
"BR000747000","1976-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","6",",I","0",",I","","","","","","","19760524",",,I","","","17.4",",,I,24,","61.0",",,,I","",""
"BR000747000","1976-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","1",",I","0",",I","","","","","","","19760616",",,I","","","3.6",",,I,16,","4.8",",,,I","",""
"BR000747000","1976-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19760731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000747000","1976-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19760816",",,I","","","2.8",",,I,16,","2.8",",,,I","",""
"BR000747000","1976-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","4",",I","0",",I","","","","","","","19760923",",,I","","","23.6",",,I,23,","54.8",",,,I","",""
"BR000747000","1976-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","14",",I","7",",I","0",",I","","","","","","","19761022",",,I","","","18.6",",,I,22,","72.2",",,,I","",""
"BR000747000","1976-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","12",",I","10",",I","2",",I","","","","","","","19761117",",,I","","","51.8",",,I,17,","169.2",",,,I","",""
"BR000747000","1976-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","12",",I","2",",I","","","","","","","19761229",",,I","","","31.2",",,I,29,","154.0",",,,I","",""
"BR000747000","1977-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","10",",I","5",",I","","","","","","","19770120",",,I","","","53.0",",,I,20,","228.2",",,,I","",""
"BR000747000","1977-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","12",",I","3",",I","","","","","","","19770206",",,I","","","56.4",",,I,06,","241.8",",,,I","",""
"BR000747000","1977-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","10",",I","2",",I","","","","","","","19770320",",,I","","","56.6",",,I,20,","163.4",",,,I","",""
"BR000747000","1977-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","14",",I","4",",I","","","","","","","19770429",",,I","","","87.4",",,I,29,","271.1",",,,I","",""
"BR000747000","1977-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","9",",I","3",",I","0",",I","","","","","","","19770518",",,I","","","15.2",",,I,18,","32.4",",,,I","",""
"BR000747000","1977-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","4",",I","4",",I","0",",I","","","","","","","19770609",",,I","","","9.2",",,I,09,","28.8",",,,I","",""
"BR000747000","1977-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19770731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000747000","1977-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19770830",",,I","","","4.4",",,I,30,","4.4",",,,I","",""
"BR000747000","1977-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","4",",I","1",",I","","","","","","","19770930",",,I","","","40.8",",,I,30,","79.0",",,,I","",""
"BR000747000","1977-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","9",",I","0",",I","","","","","","","19771008",",,I","","","24.8",",,I,08,","121.8",",,,I","",""
"BR000747000","1977-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","12",",I","8",",I","2",",I","","","","","","","19771129",",,I","","","57.6",",,I,29,","159.8",",,,I","",""
"BR000747000","1977-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","11",",I","1",",I","","","","","","","19771228",",,I","","","36.6",",,I,28,","154.8",",,,I","",""
"BR000747000","1978-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","13",",I","11",",I","1",",I","","","","","","","19780112",",,I","","","28.0",",,I,12,","97.8",",,,I","",""
"BR000747000","1978-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","15",",I","5",",I","","","","","","","19780224",",,I","","","46.6",",,I,24,","282.4",",,,I","",""
"BR000747000","1978-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","11",",I","3",",I","","","","","","","19780309",",,I","","","56.6",",,I,09,","245.7",",,,I","",""
"BR000747000","1978-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","9",",I","5",",I","2",",I","","","","","","","19780428",",,I","","","60.9",",,I,28,","140.0",",,,I","",""
"BR000747000","1978-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","5",",I","2",",I","","","","","","","19780509",",,I","","","48.0",",,I,09,","133.2",",,,I","",""
"BR000747000","1978-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","2",",I","0",",I","","","","","","","19780604",",,I","","","24.5",",,I,04,","33.0",",,,I","",""
"BR000747000","1978-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","4",",I","2",",I","0",",I","","","","","","","19780722",",,I","","","23.0",",,I,22,","28.3",",,,I","",""
"BR000747000","1978-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19780831","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000747000","1978-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","3",",I","2",",I","0",",I","","","","","","","19780912",",,I","","","5.8",",,I,12,","10.0",",,,I","",""
"BR000747000","1978-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","9",",I","7",",I","2",",I","","","","","","","19781024",",,I","","","39.0",",,I,24,","88.8",",,,I","",""
"BR000747000","1978-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","9",",I","7",",I","1",",I","","","","","","","19781130",",,I","","","28.8",",,I,30,","68.4",",,,I","",""
"BR000747000","1978-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","21",",I","12",",I","3",",I","","","","","","","19781228",",,I","","","59.8",",,I,28,","215.6",",,,I","",""
"BR000747000","1979-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","16",",I","4",",I","","","","","","","19790125",",,I","","","49.6",",,I,25,","258.8",",,,I","",""
"BR000747000","1979-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","24",",I","14",",I","6",",I","","","","","","","19790219",",,I","","","110.2",",,I,19,","432.2",",,,I","",""
"BR000747000","1979-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","9",",I","0",",I","","","","","","","19790313",",,I","","","22.0",",,I,13,","99.4",",,,I","",""
"BR000747000","1979-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","8",",I","2",",I","","","","","","","19790423",",,I","","","44.8",",,I,23,","145.1",",,,I","",""
"BR000747000","1979-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","2",",I","0",",I","","","","","","","19790527",",,I","","","11.0",",,I,27,","17.4",",,,I","",""
"BR000747000","1979-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19790630","+,,I","","","0.0",",,I,30,+","0.0",",,,I","",""
"BR000747000","1979-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19790719",",,I","","","6.8",",,I,19,","6.8",",,,I","",""
"BR000747000","1979-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","4",",I","1",",I","","","","","","","19790827",",,I","","","42.0",",,I,27,","70.6",",,,I","",""
"BR000747000","1979-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","4",",I","1",",I","","","","","","","19790918",",,I","","","29.8",",,I,18,","63.2",",,,I","",""
"BR000747000","1979-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","3",",I","1",",I","","","","","","","19791031",",,I","","","71.5",",,I,31,","85.2",",,,I","",""
"BR000747000","1979-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","10",",I","8",",I","1",",I","","","","","","","19791112",",,I","","","40.0",",,I,12,","114.4",",,,I","",""
"BR000747000","1979-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","15",",I","13",",I","2",",I","","","","","","","19791221",",,I","","","37.2",",,I,21,","164.8",",,,I","",""
"BR000747000","1980-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","18",",I","5",",I","","","","","","","19800113",",,I","","","133.2",",,I,13,","431.2",",,,I","",""
"BR000747000","1980-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","8",",I","7",",I","2",",I","","","","","","","19800408",",,I","","","36.6",",,I,08,","111.2",",,,I","",""
"BR000747000","1980-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","2",",I","1",",I","0",",I","","","","","","","19800506",",,I","","","7.8",",,I,06,","9.2",",,,I","",""
"BR000747000","1980-06","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19800628",",,I","","","13.8",",,I,28,","13.8",",,,I","",""
"BR000747000","1980-07","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19800731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000747000","1980-08","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","0",",I","0",",I","0",",I","","","","","","","19800821",",,I","","","0.2",",,I,21,","0.2",",,,I","",""
"BR000747000","1980-09","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","6",",I","4",",I","1",",I","","","","","","","19800919",",,I","","","61.4",",,I,19,","82.4",",,,I","",""
"BR000747000","1980-10","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","7",",I","4",",I","2",",I","","","","","","","19801013",",,I","","","60.6",",,I,13,","126.4",",,,I","",""
"BR000747000","1980-11","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","19",",I","11",",I","3",",I","","","","","","","19801111",",,I","","","39.4",",,I,11,","207.2",",,,I","",""
"BR000747000","1980-12","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","16",",I","12",",I","5",",I","","","","","","","19801201",",,I","","","64.0",",,I,01,","280.2",",,,I","",""
"BR000747000","1981-01","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","26",",I","16",",I","5",",I","","","","","","","19810114",",,I","","","67.8",",,I,14,","362.0",",,,I","",""
"BR000747000","1981-02","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","17",",I","11",",I","3",",I","","","","","","","19810211",",,I","","","66.6",",,I,11,","185.8",",,,I","",""
"BR000747000","1981-03","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","21",",I","14",",I","3",",I","","","","","","","19810331",",,I","","","53.0",",,I,31,","223.3",",,,I","",""
"BR000747000","1981-04","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","8",",I","5",",I","1",",I","","","","","","","19810403",",,I","","","89.2",",,I,03,","151.2",",,,I","",""
"BR000747000","1981-05","-7.317","-47.467","172.0","CAROLINA AEROPORTO, BR","1",",I","1",",I","0",",I","","","","","","","19810501",",,I","","","3.6",",,I,01,","3.6",",,,I","",""
