"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"ASN00039090","1929-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","1",",a","","","","","","","19290404",",,a","","","43.7",",,a,04,","","","68.1",",,,a","",""
"ASN00039090","1929-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19290508",",,a","","","1.0",",,a,08,","","","1.0",",,,a","",""
"ASN00039090","1929-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","0",",a","","","","","","","19290616",",,a","","","20.8",",,a,16,","","","53.4",",,,a","",""
"ASN00039090","1929-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19290729",",,a","","","3.6",",,a,29,","","","3.6",",,,a","",""
"ASN00039090","1929-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19290812",",,a","","","2.5",",,a,12,","","","3.5",",,,a","",""
"ASN00039090","1929-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19290930","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1929-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","2",",a","0",",a","","","","","","","19291010",",,a","","","13.5",",,a,10,","","","29.0",",,,a","",""
"ASN00039090","1929-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","7",",a","1",",a","","","","","","","19291118",",,a","","","33.0",",,a,18,","","","91.5",",,,a","",""
"ASN00039090","1929-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","2",",a","","","","","","","19291231",",,a","","","51.3",",,a,31,","","","121.4",",,,a","",""
"ASN00039090","1930-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","11",",a","7",",a","1",",a","","","","","","","19300127",",,a","","","42.2",",,a,27,","","","98.6",",,,a","",""
"ASN00039090","1930-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","4",",a","0",",a","","","","","","","19300217",",,a","","","17.5",",,a,17,","","","43.2",",,,a","",""
"ASN00039090","1930-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","1",",a","","","","","","","19300316",",,a","","","39.9",",,a,16,","","","65.0",",,,a","",""
"ASN00039090","1930-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19300409",",,a","","","11.2",",,a,09,","","","11.2",",,,a","",""
"ASN00039090","1930-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","3",",a","","","","","","","19300509",",,a","","","126.5",",,a,09,","","","201.1",",,,a","",""
"ASN00039090","1930-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","2",",a","","","","","","","19300601",",,a","","","33.0",",,a,01,","","","89.5",",,,a","",""
"ASN00039090","1930-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19300728",",,a","","","10.2",",,a,28,","","","15.3",",,,a","",""
"ASN00039090","1930-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","2",",a","0",",a","","","","","","","19300824",",,a","","","5.8",",,a,24,","","","13.7",",,,a","",""
"ASN00039090","1930-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19300930",",,a","","","12.4",",,a,30,","","","21.0",",,,a","",""
"ASN00039090","1930-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19301002",",,a","","","7.6",",,a,02,","","","7.6",",,,a","",""
"ASN00039090","1930-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","0",",a","","","","","","","19301126",",,a","","","10.2",",,a,26,","","","35.7",",,,a","",""
"ASN00039090","1930-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19301227",",,a","","","8.6",",,a,27,","","","20.3",",,,a","",""
"ASN00039090","1931-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19310128",",,a","","","4.3",",,a,28,","","","8.9",",,,a","",""
"ASN00039090","1931-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","2",",a","","","","","","","19310205",",,a","","","50.8",",,a,05,","","","127.7",",,,a","",""
"ASN00039090","1931-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","3",",a","0",",a","","","","","","","19310323",",,a","","","11.7",",,a,23,","","","29.2",",,,a","",""
"ASN00039090","1931-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","1",",a","","","","","","","19310403",",,a","","","37.3",",,a,03,","","","60.7",",,,a","",""
"ASN00039090","1931-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19310515",",,a","","","11.2",",,a,15,","","","19.1",",,,a","",""
"ASN00039090","1931-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","0",",a","","","","","","","19310625",",,a","","","12.7",",,a,25,","","","14.2",",,,a","",""
"ASN00039090","1931-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19310721",",,a","","","14.0",",,a,21,","","","25.7",",,,a","",""
"ASN00039090","1931-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19310808",",,a","","","2.0",",,a,08,","","","2.0",",,,a","",""
"ASN00039090","1931-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","0",",a","","","","","","","19310911",",,a","","","11.2",",,a,11,","","","15.3",",,,a","",""
"ASN00039090","1931-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19311004",",,a","","","16.5",",,a,04,","","","28.2",",,,a","",""
"ASN00039090","1931-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","13",",a","9",",a","1",",a","","","","","","","19311112",",,a","","","33.5",",,a,12,","","","119.7",",,,a","",""
"ASN00039090","1931-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","11",",a","5",",a","1",",a","","","","","","","19311207",",,a","","","74.4",",,a,07,","","","103.2",",,,a","",""
"ASN00039090","1932-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","1",",a","","","","","","","19320115",",,a","","","96.3",",,a,15,","","","96.9",",,,a","",""
"ASN00039090","1932-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19320224",",,a","","","7.9",",,a,24,","","","7.9",",,,a","",""
"ASN00039090","1932-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","3",",a","0",",a","","","","","","","19320329",",,a","","","8.9",",,a,29,","","","26.4",",,,a","",""
"ASN00039090","1932-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","4",",a","1",",a","","","","","","","19320411",",,a","","","106.2",",,a,11,","","","133.4",",,,a","",""
"ASN00039090","1932-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","0",",a","","","","","","","19320519",",,a","","","13.5",",,a,19,","","","39.4",",,,a","",""
"ASN00039090","1932-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19320607",",,a","","","5.1",",,a,07,","","","12.0",",,,a","",""
"ASN00039090","1932-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19320706",",,a","","","24.9",",,a,06,","","","24.9",",,,a","",""
"ASN00039090","1932-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19320831","+,,a","","","0.0",",,a,31,+","","","0.0",",,,a","",""
"ASN00039090","1932-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","1",",a","","","","","","","19320915",",,a","","","30.5",",,a,15,","","","34.5",",,,a","",""
"ASN00039090","1932-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","3",",a","0",",a","","","","","","","19321017",",,a","","","16.8",",,a,17,","","","25.9",",,,a","",""
"ASN00039090","1932-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","6","2,a","4","2,a","0","2,a","","","","","","","19321118",",2,a","","","19.3","2,,a,18,","","","71.1",",a,,a","",""
"ASN00039090","1932-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19321222",",,a","","","12.7",",,a,22,","","","34.4",",,,a","",""
"ASN00039090","1933-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","13",",a","10",",a","1",",a","","","","","","","19330118",",,a","","","34.5",",,a,18,","","","149.3",",,,a","",""
"ASN00039090","1933-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","2","2,a","2","2,a","0","2,a","","","","","","","19330217",",2,a","","","12.7","2,,a,17,","","","109.7",",a,,a","",""
"ASN00039090","1933-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19330331","+,,a","","","0.0",",,a,31,+","","","0.0",",,,a","",""
"ASN00039090","1933-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19330405",",,a","","","11.9",",,a,05,","","","14.9",",,,a","",""
"ASN00039090","1933-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","0",",a","0",",a","","","","","","","19330503","+,,a","","","0.8",",,a,03,+","","","1.6",",,,a","",""
"ASN00039090","1933-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19330623",",,a","","","34.3",",,a,23,","","","37.3",",,,a","",""
"ASN00039090","1933-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","8",",a","2",",a","","","","","","","19330711",",,a","","","54.1",",,a,11,","","","145.7",",,,a","",""
"ASN00039090","1933-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","0",",a","","","","","","","19330821",",,a","","","21.6",",,a,21,","","","48.7",",,,a","",""
"ASN00039090","1933-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19330930",",,a","","","30.5",",,a,30,","","","68.1",",,,a","",""
"ASN00039090","1933-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","3","2,a","3","2,a","0","2,a","","","","","","","19331026",",2,a","","","12.2","2,,a,26,","","","102.2",",a,,a","",""
"ASN00039090","1933-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","2",",a","","","","","","","19331110",",,a","","","38.9",",,a,10,","","","91.5",",,,a","",""
"ASN00039090","1933-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","6",",a","1",",a","","","","","","","19331209",",,a","","","61.0",",,a,09,","","","111.6",",,,a","",""
"ASN00039090","1934-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19340107",",,a","","","10.2",",,a,07,","","","13.2",",,,a","",""
"ASN00039090","1934-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","4",",a","","","","","","","19340201",",,a","","","40.6",",,a,01,","","","127.0",",,,a","",""
"ASN00039090","1934-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19340331","+,,a","","","0.0",",,a,31,+","","","0.0",",,,a","",""
"ASN00039090","1934-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19340414",",,a","","","20.3",",,a,14,","","","41.9",",,,a","",""
"ASN00039090","1934-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19340505",",,a","","","27.4",",,a,05,","","","50.5",",,,a","",""
"ASN00039090","1934-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","6",",a","2",",a","","","","","","","19340605",",,a","","","31.8",",,a,05,","","","90.3",",,,a","",""
"ASN00039090","1934-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","1",",a","","","","","","","19340729",",,a","","","29.5",",,a,29,","","","35.4",",,,a","",""
"ASN00039090","1934-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19340811",",,a","","","10.2",",,a,11,","","","10.2",",,,a","",""
"ASN00039090","1934-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","1",",a","","","","","","","19340901",",,a","","","27.9",",,a,01,","","","39.8",",,,a","",""
"ASN00039090","1934-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","4",",a","0",",a","","","","","","","19341029",",,a","","","17.8",",,a,29,","","","54.3",",,,a","",""
"ASN00039090","1934-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","12",",a","10",",a","4",",a","","","","","","","19341122",",,a","","","39.6",",,a,22,","","","218.5",",,,a","",""
"ASN00039090","1934-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","10",",a","8",",a","1",",a","","","","","","","19341222",",,a","","","64.8",",,a,22,","","","130.2",",,,a","",""
"ASN00039090","1935-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","0",",a","","","","","","","19350116",",,a","","","24.1",",,a,16,","","","57.9",",,,a","",""
"ASN00039090","1935-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19350213",",,a","","","16.5",",,a,13,","","","37.6",",,,a","",""
"ASN00039090","1935-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19350326",",,a","","","3.3",",,a,26,","","","4.1",",,,a","",""
"ASN00039090","1935-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19350406",",,a","","","43.9",",,a,06,","","","68.0",",,,a","",""
"ASN00039090","1935-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19350527",",,a","","","16.5",",,a,27,","","","19.0",",,,a","",""
"ASN00039090","1935-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","0",",a","0",",a","","","","","","","19350610",",,a","","","1.0",",,a,10,","","","1.5",",,,a","",""
"ASN00039090","1935-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19350708",",,a","","","59.4",",,a,08,","","","81.4",",,,a","",""
"ASN00039090","1935-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19350830",",,a","","","26.7",",,a,30,","","","36.9",",,,a","",""
"ASN00039090","1935-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","5",",a","0",",a","","","","","","","19350911",",,a","","","8.9",",,a,11,","","","33.5",",,,a","",""
"ASN00039090","1935-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","1",",a","","","","","","","19351015",",,a","","","30.5",",,a,15,","","","61.2",",,,a","",""
"ASN00039090","1935-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19351130","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1935-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","3",",a","","","","","","","19351207",",,a","","","65.3",",,a,07,","","","174.3",",,,a","",""
"ASN00039090","1936-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","8",",a","1",",a","","","","","","","19360111",",,a","","","58.4",",,a,11,","","","133.6",",,,a","",""
"ASN00039090","1936-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19360203",",,a","","","41.1",",,a,03,","","","73.1",",,,a","",""
"ASN00039090","1936-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","3",",a","3",",a","","","","","","","19360303",",,a","","","30.5",",,a,03,","","","91.5",",,,a","",""
"ASN00039090","1936-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19360408",",,a","","","5.1",",,a,08,","","","5.1",",,,a","",""
"ASN00039090","1936-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19360514",",,a","","","22.9",",,a,14,","","","31.8",",,,a","",""
"ASN00039090","1936-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","1",",a","","","","","","","19360622",",,a","","","25.4",",,a,22,","","","48.6",",,,a","",""
"ASN00039090","1936-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19360704",",,a","","","10.9",",,a,04,","","","18.3",",,,a","",""
"ASN00039090","1936-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19360804",",,a","","","3.8",",,a,04,","","","3.8",",,,a","",""
"ASN00039090","1936-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19360908",",,a","","","2.5",",,a,08,","","","4.0",",,,a","",""
"ASN00039090","1936-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19361005",",,a","","","7.1",",,a,05,","","","9.6",",,,a","",""
"ASN00039090","1936-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19361112",",,a","","","8.9",",,a,12,","","","23.6",",,,a","",""
"ASN00039090","1936-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","1",",a","","","","","","","19361210",",,a","","","30.0",",,a,10,","","","80.0",",,,a","",""
"ASN00039090","1937-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19370104",",,a","","","14.0",",,a,04,","","","37.4",",,,a","",""
"ASN00039090","1937-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","6",",a","2",",a","","","","","","","19370210",",,a","","","74.9",",,a,10,","","","131.5",",,,a","",""
"ASN00039090","1937-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19370316",",,a","","","97.8",",,a,16,","","","151.9",",,,a","",""
"ASN00039090","1937-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19370424",",,a","","","16.5",",,a,24,","","","30.3",",,,a","",""
"ASN00039090","1937-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19370513",",,a","","","3.8",",,a,13,","","","3.8",",,,a","",""
"ASN00039090","1937-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19370615",",,a","","","6.4",",,a,15,","","","9.7",",,,a","",""
"ASN00039090","1937-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19370723",",,a","","","14.7",",,a,23,","","","34.5",",,,a","",""
"ASN00039090","1937-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","1",",a","","","","","","","19370827",",,a","","","30.5",",,a,27,","","","33.1",",,,a","",""
"ASN00039090","1937-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19370930","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1937-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19371012",",,a","","","19.3",",,a,12,","","","41.7",",,,a","",""
"ASN00039090","1937-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","8",",a","3",",a","","","","","","","19371121",",,a","","","40.6",",,a,21,","","","154.2",",,,a","",""
"ASN00039090","1937-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","0",",a","","","","","","","19371221",",,a","","","19.8",",,a,21,","","","63.9",",,,a","",""
"ASN00039090","1938-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","5",",a","2",",a","","","","","","","19380131",",,a","","","81.3",",,a,31,","","","133.6",",,,a","",""
"ASN00039090","1938-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19380203",",,a","","","4.6",",,a,03,","","","7.1",",,,a","",""
"ASN00039090","1938-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","6",",a","0",",a","","","","","","","19380319",",,a","","","20.3",",,a,19,","","","84.6",",,,a","",""
"ASN00039090","1938-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","0",",a","","","","","","","19380415",",,a","","","23.9",",,a,15,","","","45.6",",,,a","",""
"ASN00039090","1938-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","8",",a","1",",a","","","","","","","19380521",",,a","","","55.9",",,a,21,","","","155.3",",,,a","",""
"ASN00039090","1938-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","1",",a","","","","","","","19380613",",,a","","","26.2",",,a,13,","","","51.1",",,,a","",""
"ASN00039090","1938-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19380725",",,a","","","47.0",",,a,25,","","","65.5",",,,a","",""
"ASN00039090","1938-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19380824",",,a","","","17.0",",,a,24,","","","31.7",",,,a","",""
"ASN00039090","1938-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19380922",",,a","","","11.9",",,a,22,","","","12.7",",,,a","",""
"ASN00039090","1938-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","7",",a","0",",a","","","","","","","19381024",",,a","","","19.6",",,a,24,","","","61.5",",,,a","",""
"ASN00039090","1938-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","7","2,a","5","2,a","1","2,a","","","","","","","19381130",",2,a","","","36.3","2,,a,30,","","","95.2",",a,,a","",""
"ASN00039090","1938-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","0",",a","","","","","","","19381212",",,a","","","16.0",",,a,12,","","","37.4",",,,a","",""
"ASN00039090","1939-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","9",",a","7",",a","","","","","","","19390126",",,a","","","76.5",",,a,26,","","","319.9",",,,a","",""
