,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES
6284,ASN00090057,1886-02,-37.72,141.5489,83.0,"MERINO, AS",8.0,",a",5.0,",a",0.0,",a",18860205.0,",,a",21.1,",,a,05,",45.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,ASN00090058,1879-11,-38.0853,142.79,130.0,"MORTLAKE, AS",14.0,",a",10.0,",a",0.0,",a",18791126.0,",,a",22.9,",,a,26,",84.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,ASN00090059,1884-10,-38.0329,141.0183,20.0,"NELSON, AS",11.0,",a",10.0,",a",0.0,",a",18841004.0,",,a",14.0,",,a,04,",66.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,ASN00090060,1750-03,-38.4699,142.7502,55.0,"NULLAWARRE, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,",2,a",0.8,"2,,a,05,",2.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,ASN00090061,1750-03,-38.421,143.8348,160.0,"PENNYROYAL CREEK, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500313.0,",2,a",0.6,"2,,a,13,",0.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,ASN00090062,1750-03,-37.8824,142.4235,205.0,"PENSHURST THE GUMS, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500326.0,",2,a",0.8,"2,,a,26,",0.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,ASN00090063,1750-03,-37.875,142.2895,233.0,"PENSHURST POST OFFICE, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500326.0,",2,a",0.8,"2,,a,26,",1.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,ASN00090064,1903-11,-38.6086,142.8756,15.0,"PETERBOROUGH, AS",11.0,",a",6.0,",a",0.0,",a",19031102.0,",,a",13.2,",,a,02,",51.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,ASN00090065,1915-04,-38.3,143.3,,"POMBORNEIT, AS",9.0,",a",4.0,",a",0.0,",a",19150411.0,",,a",18.5,",,a,11,",42.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,ASN00090066,1903-01,-37.25,141.1,85.3,"POOLAIJELO, AS",7.0,",a",3.0,",a",0.0,",a",19030122.0,",,a",14.0,",,a,22,",35.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,ASN00090067,1750-03,-38.6196,142.9944,20.0,"PORT CAMPBELL POST OFFICE, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500308.0,",2,a",1.0,"2,,a,08,",2.3,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,ASN00090068,1919-11,-38.6167,142.9833,,"PORT CAMPBELL WAARE, AS",7.0,",a",1.0,",a",0.0,",a",19191102.0,",,a",2.8,",,a,02,",10.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,ASN00090069,1898-11,-38.3792,142.225,6.0,"PORT FAIRY POST OFFICE, AS",17.0,",a",10.0,",a",0.0,",a",18981122.0,",,a",10.7,",,a,22,",57.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,ASN00090070,1750-03,-38.3846,141.6074,55.0,"PORTLAND, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500312.0,",2,a",0.2,"2,,a,12,",0.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,ASN00090071,1750-03,-38.6942,143.1562,7.0,"PRINCETOWN, AS",2.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,"+,2,a",0.6,"2,,a,05,+",1.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,ASN00090072,1888-10,-37.8,141.1,64.9,"PURALKA, AS",10.0,",a",4.0,",a",0.0,",a",18881007.0,",,a",7.6,",,a,07,",26.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,ASN00090073,1901-04,-38.75,143.2,,"PRINCETOWN RIVERNOOK, AS",19.0,",a",13.0,",a",0.0,",a",19010422.0,",,a",20.3,",,a,22,",99.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,ASN00090074,1904-04,-37.7,141.2,,"STRATHDOWNIE MULGA, AS",7.0,",a",2.0,",a",0.0,",a",19040418.0,",,a",15.0,",,a,18,",25.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,ASN00090075,1937-01,-37.7158,141.6986,120.0,"TAHARA, AS",13.0,",a",6.0,",a",0.0,",a",19370124.0,",,a",23.6,",,a,24,",66.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,ASN00090076,1750-03,-38.6771,143.6826,402.0,"TANYBRYN, AS",8.0,"2,a",2.0,"2,a",0.0,"2,a",17500314.0,"+,2,a",3.0,"2,,a,14,+",12.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,ASN00090077,1750-03,-38.2362,142.9166,131.0,"TERANG, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500331.0,"+,2,a",0.0,"2,,a,31,+",0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,ASN00090078,1902-04,-38.2,142.9,,"TERANG SUNNYSIDE, AS",0.0,",a",0.0,",a",0.0,",a",19020430.0,"+,,a",0.0,",,a,30,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,ASN00090079,1917-08,-38.4881,142.9792,100.0,"TIMBOON, AS",10.0,"3,a",9.0,"3,a",1.0,"3,a",19170831.0,",3,a",39.6,"3,,a,31,",124.4,"3,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,ASN00090080,1750-03,-38.2127,143.5531,156.0,"WARRION, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500331.0,"+,2,a",0.0,"2,,a,31,+",0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,ASN00090081,1867-04,-38.3725,142.4694,11.0,"WARRNAMBOOL SHIRE OFFICE, AS",10.0,",a",5.0,",a",0.0,",a",18670406.0,",,a",15.2,",,a,06,",48.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,ASN00090082,1910-01,-38.3836,142.4814,21.0,"WARRNAMBOOL POST OFFICE, AS",9.0,",a",5.0,",a",0.0,",a",19100121.0,",,a",17.8,",,a,21,",41.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,ASN00090083,1901-08,-38.6357,143.5127,492.0,"WEEAPROINAH, AS",21.0,",a",17.0,",a",2.0,",a",19010828.0,",,a",38.1,",,a,28,",208.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,ASN00090084,1750-03,-38.1833,142.4682,85.0,"WOOLSTHORPE, AS",2.0,"2,a",0.0,"2,a",0.0,"2,a",17500312.0,",2,a",1.8,"2,,a,12,",2.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,ASN00090085,1750-03,-38.0831,142.9919,142.0,"KOLORA WOORIWYRITE, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500302.0,",2,a",0.6,"2,,a,02,",0.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,ASN00090086,1913-09,-38.65,143.45,,"WYELANGTA, AS",21.0,",a",20.0,",a",3.0,",a",19130926.0,",,a",41.4,",,a,26,",242.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,ASN00090087,1936-02,-38.6636,143.4495,535.0,"WYELANGTA, AS",18.0,",a",1.0,",a",0.0,",a",19360219.0,",,a",3.0,",,a,19,",17.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,ASN00090088,1903-07,-37.8096,142.1301,200.0,"YATCHAW AMAROO, AS",19.0,",a",11.0,",a",1.0,",a",19030715.0,",,a",28.4,",,a,15,",118.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,ASN00090089,1884-04,-38.4,143.4,,"TIRRENGOWER, AS",9.0,",a",3.0,",a",1.0,",a",18840425.0,",,a",33.3,",,a,25,",49.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,ASN00090090,1934-01,-38.4,143.45,,"TOMAHAWK CREEK NORTH STATION, AS",7.0,",a",3.0,",a",0.0,",a",19340109.0,",,a",7.4,",,a,09,",17.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,ASN00090091,1889-07,-37.3,141.4,,"CHETWYND, AS",9.0,",a",5.0,",a",0.0,",a",18890731.0,",,a",11.4,",,a,31,",42.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,ASN00090092,1952-11,-37.8408,140.9717,70.0,"RENNICK, AS",19.0,",a",11.0,",a",0.0,",a",19521116.0,",,a",17.0,",,a,16,",97.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320,ASN00090093,1750-03,-38.7553,143.5103,67.0,"HORDERN VALE, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,",2,a",1.0,"2,,a,05,",3.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,ASN00090094,1893-01,-37.6,141.5,193.5,"CARAPOOK THE GUMS, AS",6.0,",a",1.0,",a",0.0,",a",18930119.0,",,a",5.3,",,a,19,",14.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,ASN00090095,1750-03,-37.5261,141.8172,244.0,"COLERAINE MELVILLE FOREST, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500331.0,"+,2,a",0.0,"2,,a,31,+",0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,ASN00090096,1954-04,-38.7,143.75,,"SKENES CREEK, AS",13.0,",a",10.0,",a",2.0,",a",19540414.0,",,a",57.9,",,a,14,",164.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,ASN00090097,1954-01,-37.8031,141.6775,190.0,"GRASSDALE, AS",4.0,",a",1.0,",a",0.0,",a",19540128.0,",,a",15.7,",,a,28,",20.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,ASN00090099,1889-01,-38.45,143.9,,"BENWERRIN, AS",8.0,",a",7.0,",a",0.0,",a",18890103.0,",,a",24.6,",,a,03,",85.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,ASN00090100,1878-01,-38.15,143.0167,,"CAMPERDOWN EDDINGTON, AS",0.0,",a",0.0,",a",0.0,",a",18780131.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,ASN00090101,1888-03,-38.3167,143.7833,,"BIRREGURRA RIPPLE VALE, AS",2.0,",a",2.0,",a",1.0,",a",18880316.0,",,a",37.6,",,a,16,",49.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,ASN00090102,1909-07,-38.45,142.95,,"BRUCKNELL SOUTH, AS",13.0,",a",9.0,",a",0.0,",a",19090727.0,",,a",12.2,",,a,27,",76.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,ASN00090103,1962-08,-37.825,142.0644,200.0,"HAMILTON RESEARCH STATION, AS",23.0,",a",7.0,",a",0.0,",a",19620801.0,",,a",16.3,",,a,01,",63.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,ASN00090104,1892-01,-37.95,142.5167,146.3,"CARAMUT, AS",7.0,",a",0.0,",a",0.0,",a",18920122.0,"+,,a",1.8,",,a,22,+",8.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,ASN00090105,1750-03,-37.7417,141.0657,72.0,"STRATHDOWNIE, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500326.0,",2,a",0.4,"2,,a,26,",0.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,ASN00090106,1929-01,-37.55,141.5,,"CASTERTON CARRINYA, AS",14.0,",a",4.0,",a",0.0,",a",19290130.0,",,a",21.1,",,a,30,",45.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,ASN00090107,1884-08,-37.4,141.25,,"CASTERTON NANGEELA, AS",18.0,",a",7.0,",a",0.0,",a",18840826.0,",,a",18.8,",,a,26,",74.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,ASN00090108,1886-01,-37.5833,141.4,,"CASTERTON VICARAGE, AS",2.0,"3,a",2.0,"3,a",0.0,"3,a",18860131.0,",3,a",9.4,"3,,a,31,",58.0,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,ASN00090109,1908-09,-37.3,141.4,,"CHETWYND WOODACRES, AS",19.0,",a",11.0,",a",0.0,",a",19080902.0,",,a",23.4,",,a,02,",90.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,ASN00090110,1891-12,-37.3167,143.5833,129.5,"COLAC BADLINGHAM, AS",9.0,",a",5.0,",a",0.0,",a",18911216.0,",,a",18.5,",,a,16,",65.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,ASN00090111,1903-09,-37.3167,143.5833,129.5,"COLAC WEST, AS",16.0,",a",6.0,",a",0.0,",a",19030905.0,",,a",16.3,",,a,05,",59.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,ASN00090112,1889-05,-37.55,141.7167,93.9,"COLERAINE KONONG WOOTONG, AS",15.0,",a",12.0,",a",0.0,",a",18890501.0,",,a",24.6,",,a,01,",101.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,ASN00090113,1881-01,-37.6,141.7,274.3,"COLERAINE WONDO DALE, AS",8.0,",a",5.0,",a",0.0,",a",18810111.0,",,a",14.2,",,a,11,",37.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,ASN00090114,1903-08,-37.6,141.7,,"COLERAINE MONA VALE, AS",15.0,",a",9.0,",a",0.0,",a",19030820.0,",,a",13.2,",,a,20,",66.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,ASN00090115,1884-08,-38.1,143.6,,"CUNDARE SOUTH, AS",18.0,",a",7.0,",a",0.0,",a",18840806.0,",,a",8.9,",,a,06,",40.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,ASN00090116,1879-06,-37.9833,143.1333,,"POLIGOLET, AS",10.0,",a",4.0,",a",0.0,",a",18790614.0,",,a",9.4,",,a,14,",27.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,ASN00090117,1899-01,-38.0,142.7,,"HEXHAM PARK, AS",15.0,",a",12.0,",a",0.0,",a",18990129.0,",,a",11.7,",,a,29,",76.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,ASN00090118,1907-07,-38.0,142.7,,"HEXHAM STATE SCHOOL, AS",17.0,",a",10.0,",a",0.0,",a",19070710.0,",,a",8.6,",,a,10,",47.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,ASN00090119,1927-05,-38.3,143.65,,"LARALEA, AS",15.0,",a",9.0,",a",0.0,",a",19270526.0,",,a",20.6,",,a,26,",80.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,ASN00090120,1918-05,-38.35,143.5,,"LARPENT, AS",18.0,",a",10.0,",a",0.0,",a",19180519.0,",,a",22.9,",,a,19,",111.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,ASN00090121,1932-08,-38.0,141.45,,"CRAWFORD LOWER, AS",20.0,"2,a",17.0,"2,a",0.0,"2,a",19320814.0,",2,a",16.3,"2,,a,14,",121.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,ASN00090122,1884-01,-38.1,142.0,,"MACARTHUR GLENHUNTLY, AS",7.0,"3,a",6.0,"3,a",0.0,"3,a",18840123.0,",3,a",24.4,"3,,a,23,",88.6,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,ASN00090123,1898-04,-38.6333,143.7333,,"MOUNT SABINE 1, AS",20.0,",a",15.0,",a",0.0,",a",18980425.0,",,a",20.6,",,a,25,",144.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,ASN00090124,1892-08,-38.2,141.7,,"NARRAWONG, AS",14.0,",a",9.0,",a",0.0,",a",18920813.0,",,a",11.2,",,a,13,",58.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,ASN00090125,1888-10,-38.3,142.7,,"PANMURE, AS",13.0,",a",6.0,",a",0.0,",a",18881005.0,",,a",7.6,",,a,05,",43.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,ASN00090126,1899-09,-38.4,143.1,,"SCOTTS CREEK, AS",16.0,",a",9.0,",a",0.0,",a",18990929.0,",,a",11.4,",,a,29,",61.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,ASN00090127,1898-11,-37.7,141.2,,"STRATHDOWNIE POST OFFICE, AS",16.0,",a",10.0,",a",0.0,",a",18981124.0,",,a",14.5,",,a,24,",70.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,ASN00090128,1890-03,-38.4,143.5,,"TOMAHAWK CREEK IRREWILLIPE EA, AS",5.0,",a",4.0,",a",0.0,",a",18900330.0,",,a",10.9,",,a,30,",28.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,ASN00090129,1915-01,-38.3833,142.4833,,"WARRNAMBOOL FAWSYDE, AS",7.0,",a",4.0,",a",0.0,",a",19150120.0,",,a",8.1,",,a,20,",27.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,ASN00090130,1899-03,-38.75,143.25,,"WATTLE HILL, AS",11.0,",a",7.0,",a",2.0,",a",18990319.0,",,a",72.9,",,a,19,",176.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,ASN00090131,1914-11,-38.35,144.0,,"WENSLEY DALE STATE SCHOOL, AS",7.0,",a",4.0,",a",0.0,",a",19141125.0,",,a",23.1,",,a,25,",43.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,ASN00090133,1911-08,-38.75,143.6667,,"APOLLO BAY NORTH, AS",18.0,",a",11.0,",a",1.0,",a",19110824.0,",,a",48.3,",,a,24,",122.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,ASN00090134,1956-07,-38.5304,143.539,89.0,"GELLIBRAND RIVER FORESTRY, AS",,,,,,,,,,,114.6,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,ASN00090135,1956-12,-37.5909,141.4133,71.0,"CASTERTON SHOWGROUNDS, AS",15.0,",a",4.0,",a",0.0,",a",19561213.0,",,a",14.2,",,a,13,",50.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,ASN00090136,1958-06,-37.9568,142.5187,147.0,"CARAMUT, AS",10.0,",a",4.0,",a",0.0,",a",19580605.0,",,a",16.5,",,a,05,",36.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
