,Unnamed: 0,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
423,423,20,-33.875,30296,Africa,South Africa,Robertson,cabernet sauvignon,44,LVcr,C,5,1.84,1.45,MW,1,170,,,30296,1,44,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
424,424,20.04166667,-33.85,30296,Africa,South Africa,Breede River Valley,syrah,44,LVcr,C,5,1.84,1.45,MW,1,170,,,30296,1,44,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
425,425,20.04166667,-33.85,30296,Africa,South Africa,Robertson,syrah,44,LVcr,C,5,1.84,1.45,MW,1,170,,,30296,1,44,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
426,426,19.95833333,-33.85,30296,Africa,South Africa,Breede River Valley,pinot noir,44,LVcr,C,5,1.84,1.45,MW,1,170,,,30296,1,44,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
427,427,19.95833333,-33.85,30296,Africa,South Africa,Robertson,pinot noir,44,LVcr,C,5,1.84,1.45,MW,1,170,,,30296,1,44,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
428,428,18.89166667,-33.86666667,30304,Africa,South Africa,Stellenbosch,pinotage,69,ACha,C,11,1.7,1.07,MW,1,138,,,30304,1,69,ACha,1,,,,MW,138,8,53,28,19,11,M,1.07,1.7,1.328,5.2,1.13,15,6,12,4,3,50,11,1,0,0,0,0
429,429,18.89166667,-33.875,30304,Africa,South Africa,Stellenbosch,pinotage,69,ACha,C,11,1.7,1.07,MW,1,138,,,30304,1,69,ACha,1,,,,MW,138,8,53,28,19,11,M,1.07,1.7,1.328,5.2,1.13,15,6,12,4,3,50,11,1,0,0,0,0
430,430,18.85833333,-33.85,30304,Africa,South Africa,Stellenbosch,pinotage,69,ACha,C,11,1.7,1.07,MW,1,138,,,30304,1,69,ACha,1,,,,MW,138,8,53,28,19,11,M,1.07,1.7,1.328,5.2,1.13,15,6,12,4,3,50,11,1,0,0,0,0
431,431,18.85833333,-33.85,30304,Africa,South Africa,Stellenbosch,cabernet sauvignon,69,ACha,C,11,1.7,1.07,MW,1,138,,,30304,1,69,ACha,1,,,,MW,138,8,53,28,19,11,M,1.07,1.7,1.328,5.2,1.13,15,6,12,4,3,50,11,1,0,0,0,1
432,432,18.85833333,-33.85,30304,Africa,South Africa,Stellenbosch,merlot,69,ACha,C,11,1.7,1.07,MW,1,138,,,30304,1,69,ACha,1,,,,MW,138,8,53,28,19,11,M,1.07,1.7,1.328,5.2,1.13,15,6,12,4,3,50,11,1,0,0,0,1
433,433,18.94166667,-33.83333333,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
434,434,18.94166667,-33.83333333,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
435,435,18.925,-33.81666667,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
436,436,18.93333333,-33.81666667,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
437,437,18.925,-33.825,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
438,438,18.93333333,-33.825,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
439,439,18.925,-33.81666667,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
440,440,18.93333333,-33.81666667,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
441,441,18.925,-33.825,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
442,442,18.93333333,-33.825,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
443,443,18.9,-33.80833333,30193,Africa,South Africa,Paarl,cabernet sauvignon,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
444,444,18.9,-33.80833333,30193,Africa,South Africa,Paarl,merlot,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
445,445,18.95,-33.78333333,30193,Africa,South Africa,Franschhoek,cinsault,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
446,446,18.825,-33.54166667,30193,Africa,South Africa,Swartland,syrah,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
447,447,18.83333333,-33.54166667,30193,Africa,South Africa,Swartland,syrah,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
448,448,18.825,-33.54166667,30193,Africa,South Africa,Swartland,carignan,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
449,449,18.83333333,-33.54166667,30193,Africa,South Africa,Swartland,carignan,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
450,450,18.825,-33.54166667,30193,Africa,South Africa,Swartland,cinsault,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
451,451,18.83333333,-33.54166667,30193,Africa,South Africa,Swartland,cinsault,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
452,452,18.825,-33.54166667,30193,Africa,South Africa,Swartland,grenache,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
453,453,18.83333333,-33.54166667,30193,Africa,South Africa,Swartland,grenache,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
454,454,18.825,-33.54166667,30193,Africa,South Africa,Swartland,pinotage,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
455,455,18.83333333,-33.54166667,30193,Africa,South Africa,Swartland,pinotage,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
456,456,18.8,-33.51666667,30193,Africa,South Africa,Swartland,mourvedre,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
457,457,18.8,-33.525,30193,Africa,South Africa,Swartland,mourvedre,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
458,458,18.8,-33.51666667,30193,Africa,South Africa,Swartland,syrah,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
459,459,18.8,-33.525,30193,Africa,South Africa,Swartland,syrah,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
460,460,18.8,-33.51666667,30193,Africa,South Africa,Swartland,tinta barroca,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
461,461,18.8,-33.525,30193,Africa,South Africa,Swartland,tinta barroca,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
462,462,18.8,-33.51666667,30193,Africa,South Africa,Swartland,cinsault,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
463,463,18.8,-33.525,30193,Africa,South Africa,Swartland,cinsault,42,PLeu,C,9,1.72,1.3,P,1,181,,,30193,1,42,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
464,464,18.59166667,-33.81666667,30270,Africa,South Africa,Durbanville,cabernet sauvignon,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
465,465,18.59166667,-33.825,30270,Africa,South Africa,Durbanville,cabernet sauvignon,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
466,466,18.59166667,-33.81666667,30270,Africa,South Africa,Durbanville,merlot,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
467,467,18.59166667,-33.825,30270,Africa,South Africa,Durbanville,merlot,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
468,468,18.65,-33.8,30270,Africa,South Africa,Durbanville,pinotage,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,0
469,469,18.65,-33.8,30270,Africa,South Africa,Durbanville,cabernet sauvignon,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
470,470,18.65,-33.8,30270,Africa,South Africa,Durbanville,merlot,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
471,471,18.65,-33.8,30270,Africa,South Africa,Durbanville,cabernet sauvignon,69,LVha,C,9,1.66,1.5,MW,1,159,,,30270,1,69,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
472,472,-69.15833333,-33.76666667,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
473,473,-69.15833333,-33.775,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
474,474,-69.23333333,-33.6,12320,Americas,Argentina,Mendoza Province,cabernet franc,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
475,475,-69.23333333,-33.6,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
476,476,-69.275,-33.4,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
477,477,-69.26666667,-33.4,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
478,478,-69.225,-33.4,12320,Americas,Argentina,San Juan Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
479,479,-69.21666667,-33.4,12320,Americas,Argentina,San Juan Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
480,480,-69.25,-33.4,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
481,481,-69.19166667,-33.39166667,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
482,482,-69.19166667,-33.39166667,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
483,483,-69.14166667,-33.38333333,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
484,484,-68.89166667,-33.18333333,12320,Americas,Argentina,Mendoza Province,cabernet franc,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
485,485,-68.89166667,-33.18333333,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
486,486,-68.925,-33.15833333,12320,Americas,Argentina,Mendoza Province,cabernet sauvignon,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
487,487,-68.91666667,-33.15833333,12320,Americas,Argentina,Mendoza Province,cabernet sauvignon,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
488,488,-68.9,-33.10833333,12320,Americas,Argentina,San Juan Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
489,489,-68.93333333,-33.09166667,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
490,490,-68.90833333,-33.05833333,12320,Americas,Argentina,Salta Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
491,491,-68.90833333,-33.05833333,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
492,492,-68.725,-33.04166667,12320,Americas,Argentina,Neuquén Province,pinot noir,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
493,493,-68.71666667,-33.04166667,12320,Americas,Argentina,Neuquén Province,pinot noir,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
494,494,-68.90833333,-33.04166667,12320,Americas,Argentina,Salta Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
495,495,-68.95833333,-33.04166667,12320,Americas,Argentina,Mendoza Province,malbec,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
496,496,-68.95833333,-33.04166667,12320,Americas,Argentina,Mendoza Province,cabernet sauvignon,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
497,497,-68.95833333,-33.04166667,12320,Americas,Argentina,Mendoza Province,petit verdot,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,0
498,498,-68.925,-33.03333333,12320,Americas,Argentina,Río Negro Province,merlot,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
499,499,-68.91666667,-33.03333333,12320,Americas,Argentina,Río Negro Province,merlot,50,CLha,B,9,1.68,1.45,MW,1,150,,,12320,1,50,CLha,1,,,,MW,150,12,49,33,18,9,M,1.45,1.68,0.697,8.2,0.8,9,14,67,38,38,100,0,2,13.9,0.2,1,1
500,500,19.35833333,-33.6,30232,Africa,South Africa,Breede River Valley,grenache,89,LPeu,C,9,1.81,1.29,I,3,31,,,30232,1,89,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
501,501,19.35833333,-33.6,30232,Africa,South Africa,Breede River Valley,syrah,89,LPeu,C,9,1.81,1.29,I,3,31,,,30232,1,89,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
502,502,21.675,-33.54166667,30191,Africa,South Africa,Little Karoo,touriga nacional,32,CMcr,B,10,1.73,1.37,MW,1,162,,,30191,1,32,CMcr,1,,,,MW,162,9,61,19,20,10,M,1.37,1.73,0.744,6.7,0.75,11,11,45,13,12,82,0,1,0,2,1,0
503,503,21.68333333,-33.54166667,30191,Africa,South Africa,Little Karoo,touriga nacional,32,CMcr,B,10,1.73,1.37,MW,1,162,,,30191,1,32,CMcr,1,,,,MW,162,9,61,19,20,10,M,1.37,1.73,0.744,6.7,0.75,11,11,45,13,12,82,0,1,0,2,1,0
504,504,21.675,-33.54166667,30191,Africa,South Africa,Little Karoo,tinta roriz,32,CMcr,B,10,1.73,1.37,MW,1,162,,,30191,1,32,CMcr,1,,,,MW,162,9,61,19,20,10,M,1.37,1.73,0.744,6.7,0.75,11,11,45,13,12,82,0,1,0,2,1,0
505,505,21.68333333,-33.54166667,30191,Africa,South Africa,Little Karoo,tinta roriz,32,CMcr,B,10,1.73,1.37,MW,1,162,,,30191,1,32,CMcr,1,,,,MW,162,9,61,19,20,10,M,1.37,1.73,0.744,6.7,0.75,11,11,45,13,12,82,0,1,0,2,1,0
506,506,18.9,-33.50833333,30043,Africa,South Africa,Swartland,syrah,60,RGeu,C,11,1.65,1.39,MW,1,119,,,30043,1,60,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
507,507,18.75,-33.44166667,30043,Africa,South Africa,Swartland,syrah,60,RGeu,C,11,1.65,1.39,MW,1,119,,,30043,1,60,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
508,508,18.84166667,-33.38333333,30043,Africa,South Africa,Swartland,syrah,60,RGeu,C,11,1.65,1.39,MW,1,119,,,30043,1,60,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
509,509,18.84166667,-33.38333333,30043,Africa,South Africa,Swartland,syrah,60,RGeu,C,11,1.65,1.39,MW,1,119,,,30043,1,60,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
510,510,18.84166667,-33.38333333,30043,Africa,South Africa,Swartland,syrah,60,RGeu,C,11,1.65,1.39,MW,1,119,,,30043,1,60,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
511,511,19.26666667,-33.5,30179,Africa,South Africa,Tulbagh,syrah,52,RGeu,C,11,1.65,1.39,MW,1,119,,,30179,1,52,RGeu,1,,,,MW,119,18,56,28,16,11,M,1.39,1.65,1.136,6.6,1,11,12,56,13,13,95,0,2,0,2.9,1,1
512,512,-71.48333333,-33.48333333,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
513,513,-71.30833333,-33.35833333,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
514,514,-71.44166667,-33.31666667,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
515,515,-71.44166667,-33.325,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
