,Unnamed: 0,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
516,516,-71.44166667,-33.31666667,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
517,517,-71.44166667,-33.325,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
518,518,-71.45833333,-33.31666667,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
519,519,-71.45833333,-33.325,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
520,520,-71.45833333,-33.31666667,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
521,521,-71.45833333,-33.325,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
522,522,-71.4,-33.3,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
523,523,-71.275,-33.28333333,13448,Americas,Chile,Aconcagua,pinot gris,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
524,524,-71.26666667,-33.28333333,13448,Americas,Chile,Aconcagua,pinot gris,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
525,525,-71.275,-33.28333333,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
526,526,-71.26666667,-33.28333333,13448,Americas,Chile,Aconcagua,syrah,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
527,527,-71.275,-33.28333333,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
528,528,-71.26666667,-33.28333333,13448,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13448,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
529,529,21.75833333,-33.45,30127,Africa,South Africa,Little Karoo,touriga nacional,91,LPli,B,11,1.56,1.37,I,4,10,,,30127,1,91,LPli,4,,,,I,10,18,66,22,12,11,C,1.37,1.56,0.711,7.4,0.58,13,6,35,25,10,64,0,3,6.3,0.3,1,0
530,530,21.75833333,-33.45,30127,Africa,South Africa,Little Karoo,touriga franca,91,LPli,B,11,1.56,1.37,I,4,10,,,30127,1,91,LPli,4,,,,I,10,18,66,22,12,11,C,1.37,1.56,0.711,7.4,0.58,13,6,35,25,10,64,0,3,6.3,0.3,1,0
531,531,21.75833333,-33.45,30127,Africa,South Africa,Little Karoo,tinta barroca,91,LPli,B,11,1.56,1.37,I,4,10,,,30127,1,91,LPli,4,,,,I,10,18,66,22,12,11,C,1.37,1.56,0.711,7.4,0.58,13,6,35,25,10,64,0,3,6.3,0.3,1,0
532,532,21.75833333,-33.45,30127,Africa,South Africa,Little Karoo,tinta roriz,91,LPli,B,11,1.56,1.37,I,4,10,,,30127,1,91,LPli,4,,,,I,10,18,66,22,12,11,C,1.37,1.56,0.711,7.4,0.58,13,6,35,25,10,64,0,3,6.3,0.3,1,0
533,533,21.75833333,-33.45,30127,Africa,South Africa,Little Karoo,tinto cao,91,LPli,B,11,1.56,1.37,I,4,10,,,30127,1,91,LPli,4,,,,I,10,18,66,22,12,11,C,1.37,1.56,0.711,7.4,0.58,13,6,35,25,10,64,0,3,6.3,0.3,1,0
534,534,19.10833333,-33.3,30052,Africa,South Africa,Tulbagh,grenache,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
535,535,19.10833333,-33.3,30052,Africa,South Africa,Tulbagh,mourvedre,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
536,536,19.10833333,-33.3,30052,Africa,South Africa,Tulbagh,syrah,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
537,537,19.10833333,-33.3,30052,Africa,South Africa,Tulbagh,pinotage,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
538,538,19.10833333,-33.26666667,30052,Africa,South Africa,Tulbagh,cabernet sauvignon,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
539,539,19.10833333,-33.275,30052,Africa,South Africa,Tulbagh,cabernet sauvignon,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
540,540,19.10833333,-33.26666667,30052,Africa,South Africa,Tulbagh,merlot,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
541,541,19.10833333,-33.275,30052,Africa,South Africa,Tulbagh,merlot,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
542,542,19.15,-33.26666667,30052,Africa,South Africa,Tulbagh,pinotage,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
543,543,19.15,-33.275,30052,Africa,South Africa,Tulbagh,pinotage,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
544,544,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,syrah,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
545,545,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,grenache,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
546,546,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,mourvedre,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
547,547,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,viognier,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
548,548,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,syrah,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
549,549,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,cabernet sauvignon,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
550,550,19.11666667,-33.25,30052,Africa,South Africa,Tulbagh,merlot,63,LPeu,C,9,1.81,1.29,I,3,31,,,30052,1,63,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
551,551,-71.53333333,-33.25833333,13450,Americas,Chile,Aconcagua,pinot noir,70,LVcr,C,5,1.84,1.45,MW,1,170,,,13450,1,70,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
552,552,-69.375,-32.7,12242,Americas,Argentina,Mendoza Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
553,553,-69.36666667,-32.7,12242,Americas,Argentina,Mendoza Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
554,554,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
555,555,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
556,556,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
557,557,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,cabernet sauvignon,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
558,558,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
559,559,-68.89166667,-32.13333333,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
560,560,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
561,561,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
562,562,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
563,563,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
564,564,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
565,565,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
566,566,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
567,567,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
568,568,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
569,569,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
570,570,-68.925,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
571,571,-68.91666667,-32.1,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
572,572,-68.85833333,-32.06666667,12242,Americas,Argentina,San Juan Province,bonarda,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
573,573,-68.85833333,-32.075,12242,Americas,Argentina,San Juan Province,bonarda,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
574,574,-68.85833333,-32.06666667,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
575,575,-68.85833333,-32.075,12242,Americas,Argentina,San Juan Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
576,576,-68.85833333,-32.06666667,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
577,577,-68.85833333,-32.075,12242,Americas,Argentina,San Juan Province,syrah,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
578,578,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,bonarda,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
579,579,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,barbera,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
580,580,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,cardin,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
581,581,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,freisa,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
582,582,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,raboso veronese,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
583,583,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,greco nero,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
584,584,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,criolla grande,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
585,585,-69.48333333,-31.65833333,12242,Americas,Argentina,San Juan Province,torrontes,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,0
586,586,-67.65,-28.65833333,12242,Americas,Argentina,La Rioja Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
587,587,-67.59166667,-28.61666667,12242,Americas,Argentina,La Rioja Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
588,588,-67.59166667,-28.625,12242,Americas,Argentina,La Rioja Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
589,589,-67.59166667,-28.61666667,12242,Americas,Argentina,La Rioja Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
590,590,-67.59166667,-28.625,12242,Americas,Argentina,La Rioja Province,cabernet franc,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
591,591,-67.59166667,-28.61666667,12242,Americas,Argentina,La Rioja Province,cabernet sauvignon,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
592,592,-67.59166667,-28.625,12242,Americas,Argentina,La Rioja Province,cabernet sauvignon,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
593,593,-67.59166667,-28.61666667,12242,Americas,Argentina,La Rioja Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
594,594,-67.59166667,-28.625,12242,Americas,Argentina,La Rioja Province,malbec,50,UMcm,B,9,1.77,1.03,MW,1,139,,,12242,1,50,UMcm,1,,,,MW,139,18,42,34,24,9,M,1.03,1.77,5.941,5.1,4.03,15,28,49,12,9,33,34,1,0,2,1,1
595,595,18.50833333,-31.71666667,29529,Africa,South Africa,Elim,syrah,100,ARcq,B,12,1.2,1.49,SE,1,72,,,29529,1,100,ARcq,1,,,,SE,72,2,88,8,4,12,C,1.49,1.2,0.593,5.5,0.54,13,3,22,3,2,55,2,3,0,0.1,0,1
596,596,18.50833333,-31.725,29593,Africa,South Africa,Elim,syrah,100,CMcr,B,10,1.73,1.37,MW,1,162,,,29593,1,100,CMcr,1,,,,MW,162,9,61,19,20,10,M,1.37,1.73,0.744,6.7,0.75,11,11,45,13,12,82,0,1,0,2,1,1
597,597,-68.4,-31.55833333,12252,Americas,Argentina,San Juan Province,malbec,50,RGca,B,11,1.62,1.42,MW,1,149,,,12252,1,50,RGca,1,,,,MW,149,9,55,30,15,11,M,1.42,1.62,0.589,8.2,0.78,9,14,83,37,37,99,0,4,9.3,3.3,1,1
598,598,-65.875,-26.21666667,12252,Americas,Argentina,Salta Province,malbec,50,RGca,B,11,1.62,1.42,MW,1,149,,,12252,1,50,RGca,1,,,,MW,149,9,55,30,15,11,M,1.42,1.62,0.589,8.2,0.78,9,14,83,37,37,99,0,4,9.3,3.3,1,1
599,599,-65.86666667,-26.21666667,12252,Americas,Argentina,Salta Province,malbec,50,RGca,B,11,1.62,1.42,MW,1,149,,,12252,1,50,RGca,1,,,,MW,149,9,55,30,15,11,M,1.42,1.62,0.589,8.2,0.78,9,14,83,37,37,99,0,4,9.3,3.3,1,1
600,600,-65.875,-26.225,12252,Americas,Argentina,Salta Province,malbec,50,RGca,B,11,1.62,1.42,MW,1,149,,,12252,1,50,RGca,1,,,,MW,149,9,55,30,15,11,M,1.42,1.62,0.589,8.2,0.78,9,14,83,37,37,99,0,4,9.3,3.3,1,1
601,601,-65.86666667,-26.225,12252,Americas,Argentina,Salta Province,malbec,50,RGca,B,11,1.62,1.42,MW,1,149,,,12252,1,50,RGca,1,,,,MW,149,9,55,30,15,11,M,1.42,1.62,0.589,8.2,0.78,9,14,83,37,37,99,0,4,9.3,3.3,1,1
602,602,27.475,-31.46666667,29444,Africa,South Africa,Elim,syrah,39,LVha,B,11,1.65,1.53,MW,1,146,,,29444,1,39,LVha,1,,,,MW,146,15,64,20,16,11,M,1.53,1.65,0.644,7,0.73,10,12,64,15,15,94,0,2,1.7,0.1,1,1
603,603,27.48333333,-31.46666667,29444,Africa,South Africa,Elim,syrah,39,LVha,B,11,1.65,1.53,MW,1,146,,,29444,1,39,LVha,1,,,,MW,146,15,64,20,16,11,M,1.53,1.65,0.644,7,0.73,10,12,64,15,15,94,0,2,1.7,0.1,1,1
604,604,27.475,-31.475,29444,Africa,South Africa,Elim,syrah,39,LVha,B,11,1.65,1.53,MW,1,146,,,29444,1,39,LVha,1,,,,MW,146,15,64,20,16,11,M,1.53,1.65,0.644,7,0.73,10,12,64,15,15,94,0,2,1.7,0.1,1,1
605,605,27.48333333,-31.475,29444,Africa,South Africa,Elim,syrah,39,LVha,B,11,1.65,1.53,MW,1,146,,,29444,1,39,LVha,1,,,,MW,146,15,64,20,16,11,M,1.53,1.65,0.644,7,0.73,10,12,64,15,15,94,0,2,1.7,0.1,1,1
606,606,-55.45,-30.98333333,27604,Americas,Uruguay,Montevideo,tannat,70,LVha,C,9,1.66,1.5,MW,1,159,,,27604,1,70,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,0
607,607,-55.45,-30.98333333,27604,Americas,Uruguay,Montevideo,merlot,70,LVha,C,9,1.66,1.5,MW,1,159,,,27604,1,70,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
